,title,address,unit_type,Price,Bedrooms,Bathrooms,Lat,Lon,Hydro Inc.,Heat Inc.,Water Inc.,Laundry Inc.,Yard Inc.,Parking Inc.,Gym Inc.,SQFT,Furnished,Air Conditioning,Walk Score,Transit Score,Bike Score,img_1,"img_2""",img_3
,"
                            Renovated Bachelor | Wellesley Village | with In-Suite Laundry
                        ","85 Wellesley St E, Toronto, ON, M4Y 1H8",Apartment,1569,1,1,43.66567,-79.3799,0,1,1,1,0,0,0,422,0,0,96,91,98,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/bdIAAOSwIOlfBcuH/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/MAoAAOSwEZdfBcuH/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/iwgAAOSw0aVfBcuH/$_2.JPG
,"
                            41 Dundonald Street - 0 Bedroom, 1 Bathroom for Rent
                        ","41 Dundonald Street, Toronto, ON, M4Y 1K6",Apartment,1830,1,1,43.666207,-79.3822783,0,1,1,0,0,0,0,399,0,0,98,90,75,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/HDcAAOSwxIVe9zkn/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/ONIAAOSw7qFe9zkk/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/YPsAAOSwuSZe9zkn/$_2.JPG
,"
                            41 Dundonald Street - 1 Bedroom, 1 Bathroom for Rent
                        ","41 Dundonald Street, Toronto, ON, M4Y 1K6",Apartment,1829,1,1,43.666207,-79.3822783,0,1,1,0,0,0,0,534,0,0,98,90,75,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/d38AAOSwwTtfBcuv/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/UjMAAOSwPlJfBcuv/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/aRMAAOSwoWVfBcuy/$_2.JPG
,"
                            31 Spencer Avenue - 1 Bedroom, 1 Bathroom for Rent
                        ","31 Spencer Avenue, Toronto, ON, M6K 2J9",Apartment,1629,1,1,43.63509,-79.4292,0,1,1,1,0,0,0,681,0,0,57,88,78,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/GwYAAOSwaZNe~H3z/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/DQoAAOSwSx9e~H3x/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/qPgAAOSwN1Je~H3z/$_2.JPG
,"
                            31 Spencer Avenue - 0 Bedroom, 1 Bathroom for Rent
                        ","31 Spencer Avenue, Toronto, ON, M6K 2J9",Apartment,1599,1,1,43.63509,-79.4292,0,1,1,1,0,0,0,399,0,0,57,88,78,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/OpMAAOSwByVe~H3w/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/nnEAAOSw8nte~H3x/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/soQAAOSwk8te~H3z/$_2.JPG
,"
                            165 Bathurst - 0 Bedroom, 1 Bathroom for Rent
                        ","165 Bathurst Street, Toronto, ON, M5V 3C2",Apartment,1859,1,1,43.6464884,-79.4037141,1,1,1,1,0,0,0,450,0,0,98,96,99,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/0BsAAOSwXbhe9ze9/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/VdAAAOSwJp1e9ze-/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/C-gAAOSwEQ5e9ze8/$_2.JPG
,"
                            157 & 165 Jameson Avenue - 0 Bedroom, 1 Bathroom for Rent
                        ","157 Jameson Avenue, Toronto, ON, M6K 2Y4",Apartment,1539,1,1,43.63767,-79.43575,0,1,1,1,0,0,0,372,0,0,87,84,84,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/y-UAAOSwUg5e~H3y/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/jL8AAOSwAX9e~H3z/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/2bwAAOSw8Xpe~H3w/$_2.JPG
,"
                            157 & 165 Jameson Avenue - 1 Bedroom, 1 Bathroom for Rent
                        ","157 Jameson Avenue, Toronto, ON, M6K 2Y4",Apartment,1749,1,1,43.63767,-79.43575,0,1,1,1,0,0,0,741,0,0,87,84,84,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/XagAAOSwV3Je~H30/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/R~AAAOSwavZe~H31/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/tK0AAOSwd4pe~H3w/$_2.JPG
,"
                            1 Bedroom - 1 bathroom - Pet Friendly - Davisville
                        ","125 Lawton Blvd, Toronto, ON, M4V 2A1",Apartment,1985,1,1,43.6944803,-79.3967948,0,1,1,0,0,0,0,606,0,0,86,83,51,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/rwEAAOSwpLle9zki/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/nSsAAOSwx09e9zko/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/visAAOSwMMxe9zki/$_2.JPG
,"
                            1 Bedroom Apartment - East York - Renovated - Amazing Views!
                        ","100 Gowan Avenue, Toronto, ON, M4K 2E2",Apartment,1749,1,1,43.6880023,-79.3507422,0,1,1,1,1,0,0,466,0,0,77,69,60,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/10cAAOSwdD9e9zeU/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/~5MAAOSwtVde9zeV/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/MSAAAOSwADZe9zeV/$_2.JPG
,"
                            Bachelor Apartment - East York - Renovated - Amazing Views!
                        ","100 Gowan Avenue, Toronto, ON, M4K 2E2",Apartment,1559,1,1,43.6880023,-79.3507422,0,1,1,1,1,0,0,393,0,0,77,69,60,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/VLoAAOSwFpBe4WAs/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/3a8AAOSwb7te4WAs/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/1rcAAOSw5Bde4WAs/$_2.JPG
,"
                            Bright Big Bachelor Apt (Sheppard & Bathurst)
                        ","Sheppard Ave W, North York, ON M3H 2S5, Canada",Apartment,1100,1,1,43.7548218,-79.4425267,1,1,1,1,0,0,0,280,0,1,52,59,54,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Mr8AAOSwkylfCcjj/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/XRYAAOSwmHRfCcjp/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/RfYAAOSwkc5fCcju/$_2.JPG
,"
                            ***GREAT DEAL! BEAUTIFUL & BRIGHT 1 BDR-AVAILABLE JULY 15TH***
                        ",", M6H 3H1, Toronto, ON",Apartment,1295,1,1,43.6754635,-79.4399734,1,1,1,1,1,0,0,500,0,0,84,79,79,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/820AAOSw2SNfCcbn/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/s1QAAOSw2aFfCcb1/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/EDYAAOSwJBVfCccA/$_2.JPG
,"
                            Dufferin Crossing - One Bedroom Apartment for Rent
                        ","295 Dufferin St., Toronto, ON, M6K 1Z6",Apartment,1939,1,1,43.63974006,-79.42733288,0,1,1,1,0,0,1,617,0,1,87,90,54,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/-OwAAOSwrkJe40Tf/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/wyEAAOSwhCle40Tf/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/oLMAAOSwxOJe40Tf/$_2.JPG
,"
                            2 Bachelor  Apts, Bright & Renovated
                        ",", M6G 1N8, Toronto, ON",Apartment,1100,1,1,43.6642365,-79.4252897,1,1,1,1,0,0,0,250,0,0,85,84,99,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Ol0AAOSwRopfCa20/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/mNUAAOSw9jtfCa3G/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/8v4AAOSwUZlfCa3S/$_2.JPG
,"
                            SEEMon 2:30-3:30 2961 StClair E. 416 677-2151, Not Bsmt, All New
                        ","2961 St Clair Ave E, East York, ON M4B 1P2, Canada",Apartment,1250,1,1,43.7084764,-79.2980284,1,1,1,0,1,1,0,700,0,0,62,69,56,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/FekAAOSwZwdfCa8D/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/UccAAOSwQyBfCa76/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/~rkAAOSwgeFfCa7~/$_2.JPG
,"
                            High Park-Roncesvalles Large Main Floor August 1st
                        ","M6R2W2, Canada",Apartment,2800,1,1,43.6467366,-79.4539515,1,1,1,1,1,1,0,1000,0,0,34,92,82,https://i.ebayimg.com/00/s/MTEzNlg2NDA=/z/VAoAAOSwnyVfCan1/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/K50AAOSwEtxfCan3/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/qzQAAOSw-QlfCan4/$_2.JPG
,"
                            1 bedroom apartment: Eglington West & Caledonia
                        ",", m6m1l2, toronto, ON",House,1400,1,1,43.6879626,-79.4659939,1,1,1,1,1,0,0,300,0,1,38,67,42,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/WGsAAOSwo0RfCah5/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/RVcAAOSwiQZfCaie/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/UvgAAOSwAmpfCajM/$_2.JPG
,"
                            Fully renovated basement apartment for rent
                        ",", L4e4g6, Richmond hill, ON",Basement,1395,1,1,43.941766,-79.4405009,1,1,1,1,0,1,0,900,0,1,10,16,34,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/3EUAAOSwuNVfCak4/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/MeoAAOSwH9BfCaks/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/QfkAAOSwHeRfCakw/$_2.JPG
,"
                            Large 1 Bedroom Townhome Apartment King-West across From Park
                        ","453 Adelaide St W, Toronto, ON M5V 1T1, Canada",Apartment,1750,1,1,43.6458811,-79.399275,0,0,0,0,1,0,0,700,0,0,97,99,99,https://i.ebayimg.com/00/s/MzQzWDgwMA==/z/ubUAAOSwne5fCPbs/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYzOA==/z/nawAAOSwysRfCNvZ/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ci8AAOSwYNtfCNve/$_2.JPG
,"
                            1 BRIGHT BEDROOM FOR RENT
                        ","10 Chichester Pl, Scarborough, ON M1T 1G5, Canada",Apartment,750,1,15,43.7763381,-79.3214259,1,1,0,1,1,1,0,125,1,0,67,64,50,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/jLAAAOSwmXJfCPQC/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/HOUAAOSwFnVfCPQt/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/H2wAAOSw9jtfCPRr/$_2.JPG
,"
                            Basement Bachelor Apartment for Rent at Pape and Mortimer
                        ","120 Woodycrest Ave, East York, ON M4J 3B4, Canada",Basement,1250,1,1,43.6846005,-79.3438604,1,1,1,1,1,1,0,800,0,1,82,86,78,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/2Q4AAOSwridfCZqh/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/LeAAAOSw4rxfCZqs/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/xh8AAOSwlltfCZq4/$_2.JPG
,"
                            Large one bedroom in High Park
                        ","22 Oakmount Road, Toronto, ON, M6P 2M7",Apartment,1800,1,1,43.6551501,-79.4634888,0,1,1,1,1,1,1,700,0,0,70,91,42,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/nI0AAOSwsVVe5Jgs/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/qOMAAOSwgJNe5Jgo/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/2fgAAOSwWbxe5Jgs/$_2.JPG
,"
                            1 B/R, 1 W/R Fully Furnished Basement Appt Rent in Scarborough
                        ","85 Painted Post Dr, Scarborough, ON M1H 1T3, Canada",Basement,1300,1,1,43.7631143,-79.2322398,1,1,1,1,1,0,0,550,1,1,67,60,44,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/2rkAAOSwudBfCZXW/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/d4IAAOSwjd5fCZXj/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/Q0AAAOSwnyVfCZXm/$_2.JPG
,"
                            Bright 1 BR Basement Apt., All Utilities Included Great Location
                        ","M6R2Y7, Canada",Apartment,1450,1,1,43.6406874,-79.4543032,1,1,1,1,1,0,0,800,0,0,36,75,91,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/4ZUAAOSw4IRfCZJb/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/UMQAAOSwkyRfCZJf/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/tDwAAOSwwvNfCZJi/$_2.JPG
,"
                            Basement Apartment for Rent
                        ","10 McGinty Pl, Scarborough, ON M1B 1T4, Canada",Basement,1200,1,1,43.814217,-79.22787,0,0,0,1,1,1,0,500,0,1,38,75,36,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/EzoAAOSweXdfCYbA/$_27.PNG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/cHkAAOSwic5fCYbB/$_2.PNG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/c0cAAOSw~0lfCYbC/$_2.PNG
,"
                            APPLICATIONS APPROVED WITH LOW CREDIT
                        ",", North York M2R 3K6 ON, Canada",Apartment,2089,1,1,43.7727746,-79.4448968,0,1,1,1,1,1,1,708,0,1,51,67,59,,,
,"
                            Newly renovated basement apartment keele and 401!
                        ","Toronto, ON M6L1Y7, Canada",Basement,1550,1,1,43.7178077,-79.4874376,1,1,1,1,0,1,0,900,1,1,31,65,36,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/naAAAOSwS4he5PC7/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/sScAAOSwXN5e5PDD/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ixsAAOSwExVe5PDG/$_2.JPG
,"
                            Bloor West Village 1-Bedroom Apartment
                        ","278 Beresford Ave, Toronto, ON M6S 3B3, Canada",Basement,1875,1,1,43.6517953,-79.4782763,1,1,1,1,0,0,0,850,0,1,86,82,81,https://i.ebayimg.com/00/s/NTA0WDgwMA==/z/xJsAAOSw8npfCUO-/$_27.JPG,https://i.ebayimg.com/00/s/MzczWDY0MA==/z/yBMAAOSwHqRfCUV3/$_2.JPG,https://i.ebayimg.com/00/s/Mzk2WDY0MA==/z/XtcAAOSw9U1fCUWI/$_2.JPG
,"
                            Bachelor apt for rent
                        ","North York, ON M1R, Canada",Basement,1200,1,1,43.750072,-79.29585,1,1,1,1,0,0,0,111,0,1,52,61,49,,,
,"
                            Downtown Toronto apartment for rent
                        ","18 Harbour St, Toronto, ON M5J 2Z6, Canada",Apartment,2100,1,1,43.6428332,-79.3767991,0,0,0,1,1,1,1,100,0,1,90,10,75,,,
,"
                            downtown condo for rent
                        ","33 Bay St, Toronto, ON M5J 2Z3, Canada",Apartment,2200,1,1,43.6427847,-79.3770039,0,0,0,1,1,1,1,100,0,1,90,10,75,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/WAcAAOSw4E5fCTUs/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/GhcAAOSwbu1fCTUA/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/giMAAOSwTnhfCTUC/$_2.JPG
,"
                            Renovated bachelor suite, Church and Bloor
                        ","50 Gloucester Street, Toronto, ON, M4Y 1L5",Apartment,1625,1,1,43.6673904,-79.3830825,0,1,1,1,0,0,0,300,0,0,98,91,75,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/qYUAAOSw5ERe-a4D/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/PDQAAOSwQp5e-a4L/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/Ar8AAOSwW5Je-a4M/$_2.JPG
,"
                            FAMILY FRIENDLY, NORTH YORK!! No Vacancy!
                        ","45 Driftwood Ave, Toronto, ON, M3N 2M4",Apartment,1500,1,1,43.7511661,-79.511468,0,1,1,1,1,0,0,800,0,0,52,70,53,https://i.ebayimg.com/00/s/MzAwWDQwMA==/z/RqwAAOSwjWRe4Zef/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjM=/z/RywAAOSwOape4Zeg/$_2.JPG,https://i.ebayimg.com/00/s/MjU2WDM0MQ==/z/SvYAAOSwBrhe4Zef/$_2.JPG
,"
                            $500 MOVE IN CREDIT! -  1 BDRM, Don Mills and York Mills
                        ","20 Graydon Hall Drive, Toronto, ON, M3A 2Z9",Apartment,1750,1,1,43.7634866,-79.3459836,0,1,0,1,1,0,1,700,0,0,31,59,36,https://i.ebayimg.com/00/s/MTA3MVgxNjAw/z/NqQAAOSwHYFfB2s1/$_27.JPG,https://i.ebayimg.com/00/s/MTA3MVgxNjAw/z/-IMAAOSwywBfB2s0/$_2.JPG,https://i.ebayimg.com/00/s/MTA3MVgxNjAw/z/nC4AAOSw97RfB2s3/$_2.JPG
,"
                            Renovated bachelor suites, Queen and Niagara
                        ","800 Richmond St West, Toronto, ON, M6J 3N7",Apartment,1700,1,1,43.6449796,-79.4099468,0,1,1,1,0,0,1,400,0,1,93,92,91,http://img.youtube.com/vi/xGYjzKVSs0A/0.jpg,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/gEMAAOSw6iJe4ZS-/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/6rsAAOSwExVe4ZS-/$_2.JPG
,"
                            Renovated junior one bedroom, Queen and Niagara
                        ","800 Richmond St West, Toronto, ON, M6J 3N7",Apartment,1900,1,1,43.6449796,-79.4099468,0,1,1,1,1,0,1,400,0,1,93,92,91,http://img.youtube.com/vi/s_UgroW7jSg/0.jpg,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/I7YAAOSwLmxe4ZSx/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/~SEAAOSwmZde4ZS8/$_2.JPG
,"
                            Renovated one bedrooms, Queen and Niagara
                        ","800 Richmond St West, Toronto, ON, M6J 3N7",Apartment,2000,1,1,43.6449796,-79.4099468,0,1,1,1,1,0,1,500,0,1,93,92,91,http://img.youtube.com/vi/tH4f6yOQOj0/0.jpg,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/dVkAAOSw2eNe4ZSv/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/r~kAAOSwsi5e4ZS5/$_2.JPG
,"
                            Renovated bachelor suites, Queen and Niagara
                        ","800 Richmond St West, Toronto, ON, M6J 3N7",Apartment,1450,1,1,43.6449796,-79.4099468,0,1,1,1,1,0,1,236,0,1,93,92,91,http://img.youtube.com/vi/9Gh8OXPPq1g/0.jpg,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/OG8AAOSwMq5e4ZSu/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/EQcAAOSwIzpe4ZS4/$_2.JPG
,"
                            Renovated one bedroom, Church & Wellesley
                        ","81 and 83 Isabella Street, Toronto, ON, M4Y 1N7",Apartment,1700,1,1,43.6682221,-79.3812788,0,0,1,1,0,0,0,550,0,1,97,90,75,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/UD8AAOSwvCRe4ZRt/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/HSoAAOSwyyZe4ZRw/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/USgAAOSwvhte4ZRw/$_2.JPG
,"
                            One Bedroom Apartment - North York  -Winter Special
                        ","50 Graydon Hall Drive, North York, ON, M3A 3A3",Apartment,1650,1,1,43.7634866,-79.3459836,1,1,1,0,1,0,0,850,0,1,31,59,36,https://i.ebayimg.com/00/s/MjYyWDM1MA==/z/y1kAAOSw0Kle4ZOz/$_27.JPG,https://i.ebayimg.com/00/s/MjQwWDMyMA==/z/20kAAOSwythe4ZOz/$_2.JPG,https://i.ebayimg.com/00/s/MTc4WDE3OA==/z/uNIAAOSwSTFe4ZOz/$_2.JPG
,"
                            Open-concept loft apartment, Keele and Rogers Rd
                        ","25 Nashville Ave, York, ON M6M 1J2, Canada",Apartment,1395,1,1,43.682584,-79.4755282,0,1,1,1,0,1,0,700,0,0,68,72,59,https://i.ebayimg.com/00/s/NTIzWDgwMA==/z/3FAAAOSwR2Ve~UHe/$_27.JPG,https://i.ebayimg.com/00/s/Mzc5WDgwMA==/z/K7YAAOSwRH1e~UHO/$_2.JPG,https://i.ebayimg.com/00/s/Mzc5WDgwMA==/z/bWUAAOSwfmNe~UHQ/$_2.JPG
,"
                            New bachelor apartment yonge and steels north york
                        ","73 Goulding Ave, North York, ON M2M 1L1, Canada",Apartment,1200,1,1,43.790595,-79.4245731,1,1,1,1,0,1,0,200,0,1,59,80,51,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/IZsAAOSwqntfCP2b/$_27.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/ZJIAAOSw26BfCP2k/$_2.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/e-8AAOSwI9xfCP2o/$_2.JPG
,"
                            Bright and Beautiful Studio Apartment at Bay & Wellesley
                        ","925 Bay Street, Toronto, ON, M5S 3L4",Apartment,1975,1,1,43.6641656,-79.3867054,0,1,1,1,1,0,1,489,0,1,98,95,75,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/-1AAAOSwNnBe4Th6/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/mgYAAOSwzEJe4Th6/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/CbgAAOSwafNe4Th6/$_2.JPG
,"
                            1  BEDROOM BASEMENT APARTMENT FOR RENT BROWNS LINE & EVANS $1300
                        ","503 Brown's Line, Etobicoke, ON M8W 3V1, Canada",Apartment,1300,1,1,43.6033251,-79.5455261,0,0,0,1,1,0,0,750,0,1,66,58,59,https://i.ebayimg.com/00/s/NDQ4WDgwMA==/z/6BoAAOSwBktfCho2/$_27.JPG,https://i.ebayimg.com/00/s/NDE3WDgwMA==/z/hGcAAOSwvWVfCho5/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/5eoAAOSwSJpfCho0/$_2.JPG
,"
                            The finest, newest apartments in the Yonge & Eglinton area
                        ","65 Lillian Street, Toronto, ON, M4S 0A1",Apartment,1913,1,1,43.706152,-79.393249,0,0,0,0,0,0,0,528,0,0,94,91,51,http://img.youtube.com/vi/Pr8oz4yZWAU/0.jpg,https://i.ebayimg.com/00/s/MjY2WDQwMA==/z/bkIAAOSwC89e4ZIv/$_2.JPG,https://i.ebayimg.com/00/s/MjY2WDQwMA==/z/PqMAAOSwk7Ve4ZIv/$_2.JPG
,"
                            Luxury Rentals in a Fantastic location - 1BR
                        ","400 Walmer Road, Toronto, ON, M5P 2X7",Apartment,2100,1,1,43.6849524,-79.4133739,0,0,0,0,0,0,0,746,0,0,87,86,46,http://img.youtube.com/vi/nFm0KVtPEOY/0.jpg,https://i.ebayimg.com/00/s/MzQ0WDQwMA==/z/8XcAAOSwnaVe4ZIu/$_2.JPG,https://i.ebayimg.com/00/s/MzUyWDQwMA==/z/NAgAAOSwbKte4ZIt/$_2.JPG
,"
                            Your style, your location, your home... Queen and Spadina
                        ","525 Richmond Street, Toronto, ON, M5V 1Y5",Apartment,1890,1,1,43.6469476,-79.4001822,0,0,0,0,0,0,0,560,0,0,98,10,99,http://img.youtube.com/vi/4L7O-qaqcY0/0.jpg,https://i.ebayimg.com/00/s/MjczWDQwMA==/z/jNYAAOSwzMFe4ZIq/$_2.JPG,https://i.ebayimg.com/00/s/MzQ4WDQwMA==/z/~hUAAOSwANle4ZIq/$_2.JPG
,"
                            Renovated, Spacious, bright & Cozy suites, Rich Architecture
                        ","424 Yonge Street, Toronto, ON, M5B 2H3",Apartment,2423,1,1,43.660269,-79.3828002,0,0,0,0,0,0,0,616,0,0,99,10,79,http://img.youtube.com/vi/IGZ7DvNFhDQ/0.jpg,https://i.ebayimg.com/00/s/Mjc0WDQwMA==/z/RYwAAOSwYvJe4ZIp/$_2.JPG,https://i.ebayimg.com/00/s/Mjc0WDQwMA==/z/GX8AAOSw7WBe4ZIp/$_2.JPG
,"
                            HUMBER COLLEGE Bachelor Apartment 4 Rent Kipling-Lake Shore Blvd
                        ","Jackson Rd, Etobicoke, ON M8V 2G4, Canada",Apartment,1500,1,1,43.598276,-79.5106691,1,1,1,1,1,1,0,550,0,0,73,65,84,https://i.ebayimg.com/00/s/NTMwWDgwMA==/z/GM8AAOSwC-tfCQem/$_27.JPG,https://i.ebayimg.com/00/s/NTMwWDgwMA==/z/jkUAAOSwpUlfCQeq/$_2.JPG,https://i.ebayimg.com/00/s/NTMwWDgwMA==/z/nOkAAOSw7RZfCQeu/$_2.JPG
,"
                            Wellesley On The Park #3789 - Luxury Condo for Rent
                        ","11 Wellesley Street West, Toronto, ON, M4X 1H6",Apartment,1675,1,1,43.664635,-79.385478,0,0,0,0,0,0,0,343,0,0,98,94,74,https://i.ebayimg.com/00/s/NTcyWDcwMA==/z/DDMAAOSwUJNe4XT1/$_27.JPG,https://i.ebayimg.com/00/s/MTM2NVg3Njg=/z/lJQAAOSwcpte4XT1/$_2.JPG,https://i.ebayimg.com/00/s/MTM2NVg3Njg=/z/8ukAAOSwuSZe4XT0/$_2.JPG
,"
                            New bachelor apartment yonge and steels north york
                        ","73 Goulding Ave, North York, ON M2M 1L1, Canada",Apartment,1200,1,1,43.790595,-79.4245731,1,1,1,1,0,1,0,200,0,1,59,80,51,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/IZsAAOSwqntfCP2b/$_27.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/ZJIAAOSw26BfCP2k/$_2.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/e-8AAOSwI9xfCP2o/$_2.JPG
