,title,address,unit_type,price,bedrooms,bathrooms,apartment_lat,apartment_lon,hydro_included,heat_included,water_included,laundry_included,backyard_included,parking_included,gym_included,sqft,furnished,air_conditioning,walk_score,transit_score,bike_score,img_1,"img_2""",img_3
0,"
                            1 BEDROOM APT (BASEMENT) IN 6 PLEX BLDG AT BROWNSLINE/LAKESHORE
                        ","Woodbury Rd, Etobicoke, ON M8W 1X8, Canada",Apartment,1590.0,1,1,43.5985101,-79.547258,0.0,1.0,1.0,1.0,1.0,1,0.0,350,1.0,0.0,62,65,58,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Af0AAOSwbZxfDcWE/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ikMAAOSwtEBfDcWI/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/kDUAAOSwGhpfDcWe/$_2.JPG
1,"
                            Lge Bright 2Bdrm w/New Kitchen Hardwood Fl@Baseline
                        ",", Scarborough M1K 2C3 ON, Canada",Apartment,1900.0,2,1,43.7287571,-79.2660813,1.0,1.0,1.0,1.0,1.0,0,0.0,800,0.0,0.0,60,97,56,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Uk8AAOSwl-VfDcV2/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/nYAAAOSw90pfDcWH/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/yCEAAOSwABNfDcWX/$_2.JPG
2,"
                            2 Bedroom Basement Apartment Pharmacy and Lawrence
                        ","Courton Dr, Scarborough, ON M1R 1K8, Canada",Basement,1595.0,2,1,43.7413783,-79.3015629,0.0,0.0,0.0,1.0,0.0,0,0.0,"1,000",0.0,1.0,69,66,54,https://i.ebayimg.com/00/s/NTk1WDgwMA==/z/gIYAAOSwF41fDcV8/$_27.JPG,https://i.ebayimg.com/00/s/NTk5WDgwMA==/z/H5cAAOSwZ9ZfDcWB/$_2.JPG,https://i.ebayimg.com/00/s/NTkzWDgwMA==/z/jg4AAOSwwR9fDcWE/$_2.JPG
3,"
                            Bright Big Bachelor Apt (Sheppard & Bathurst)
                        ","Sheppard Ave W, North York, ON M3H 2S5, Canada",Apartment,1100.0,1,1,43.75482179999999,-79.4425267,1.0,1.0,1.0,1.0,0.0,0,0.0,280,0.0,1.0,52,59,54,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/M-QAAOSwJPhfDcTk/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/oMgAAOSwmjFfDcTp/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/dR4AAOSw9qtfDcTt/$_2.JPG
4,"
                            Renting the reom
                        ","470 Sentinel Rd, North York, ON M3J 1V6, Canada",Condo,380.0,3,15,43.76307,-79.50195,0.0,0.0,0.0,1.0,1.0,0,0.0,"2,000",0.0,0.0,73,78,74,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/PEEAAOSwZutfDcTT/$_27.PNG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/DfcAAOSwCNNfDcTU/$_2.PNG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Bm8AAOSwriBfDcTW/$_2.PNG
5,"
                            1 BEDROOM BASEMENT APT. IN BATHURST MANOR
                        ","2 Hove St, North York, ON M3H 4Y7, Canada",Basement,1190.0,1,1,43.7553907,-79.4419218,0.0,0.0,0.0,1.0,1.0,1,0.0,700,0.0,1.0,53,59,55,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ePkAAOSwluxfDcLS/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/UmMAAOSw1ixfDcLh/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/tvEAAOSwsh1fDcMl/$_2.JPG
6,"
                            3 bed all-inclusive gorgeous High Park Roncesvalles
                        ","14 High Park Blvd, Toronto, ON M6R 1M4, Canada",Apartment,3600.0,3,1,43.646264,-79.45078459999999,1.0,1.0,1.0,1.0,0.0,0,0.0,"1,000",0.0,0.0,89,91,88,https://i.ebayimg.com/00/s/MzIwWDI0MA==/z/eD8AAOSwWzxfDcLk/$_27.JPG,https://i.ebayimg.com/00/s/MzIwWDMxMQ==/z/GFQAAOSwTwFfDcJS/$_2.JPG,https://i.ebayimg.com/00/s/MzIwWDI0MA==/z/O8gAAOSwPIJfDcL0/$_2.JPG
7,"
                            Newly renovated bachelor basement at Bathurst and Sheppard! 
                        ","M3H 4A7, Canada",Basement,1400.0,Bachelor/Studio,1,43.7590948,-79.44735829999999,1.0,1.0,1.0,1.0,0.0,1,0.0,450,0.0,1.0,35,59,43,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/UtAAAOSwIAlfDcQr/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/K5wAAOSwD6lfDcQt/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/g-oAAOSwQyBfDcQu/$_2.JPG
8,"
                            Yonge and Eglinton, 63 Roehampton, Bach suite
                        ","63 Roehampton Avenue, Toronto, ON, M4P 1R1",Apartment,1525.0,1,1,43.7081182,-79.396487,0.0,0.0,1.0,1.0,0.0,0,0.0,380,0.0,1.0,96,91,70,https://i.ebayimg.com/00/s/MzM1WDUwMA==/z/hScAAOSw0~de4aD4/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/z6YAAOSwUjJe4aEA/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/~MUAAOSwOPVe4aEA/$_2.JPG
9,"
                            Room for rent on 3rd floor,15 mins to Victoria Park station
                        ","1481 Kingston Rd, Scarborough, ON M1N 1R5, Canada",Apartment,650.0,2.5,1,43.6884433,-79.2694973,1.0,1.0,1.0,1.0,1.0,0,0.0,128,1.0,0.0,39,65,63,https://i.ebayimg.com/00/s/MzAwWDgwMA==/z/OYkAAOSwKLdfDcKc/$_27.JPG,https://i.ebayimg.com/00/s/MzkwWDgwMA==/z/1VoAAOSwDlxfDcKm/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/uLYAAOSwr0tfDcK0/$_2.JPG
10,"
                            41 Dundonald Street - 0 Bedroom, 1 Bathroom for Rent
                        ","41 Dundonald Street, Toronto, ON, M4Y 1K6",Apartment,1830.0,Bachelor/Studio,1,43.666207,-79.3822783,0.0,1.0,1.0,0.0,0.0,0,0.0,399,0.0,0.0,98,90,75,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/HDcAAOSwxIVe9zkn/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/ONIAAOSw7qFe9zkk/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/YPsAAOSwuSZe9zkn/$_2.JPG
11,"
                            Garden View Apartments - 1 Bedroom, 1 Bathroom for Rent
                        ","321 Sherbourne Street, Toronto, ON, M5A 2S4",Apartment,1729.0,1,1,43.6618848,-79.3722284,0.0,1.0,1.0,1.0,1.0,0,0.0,603,0.0,0.0,93,89,99,https://i.ebayimg.com/00/s/Njk1WDEwNDM=/z/HnMAAOSw0Yxe9ze0/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/FboAAOSwb65e9ze1/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/GtQAAOSwxIVe9ze0/$_2.JPG
12,"
                            Upgraded Bachelor For Rent w/ In-Suite Laundry - Liberty Village
                        ","200 Dufferin Street, Toronto, ON, M6K 1Z4",Apartment,1719.0,Bachelor/Studio,1,43.63633129999999,-79.4263436,0.0,1.0,1.0,1.0,1.0,0,1.0,370,0.0,0.0,79,90,78,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/slYAAOSwqhtfANoj/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/pKwAAOSwq1tfANoj/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/6jgAAOSwpABfANoj/$_2.JPG
13,"
                            Large 2 Bedroom+Den - 860 Sq Ft. -  Yonge/Wellesley - Call Now
                        ","42 Maitland Street, Toronto, ON, M4Y 1C5",Apartment,2049.0,2,1,43.6646283,-79.3823704,0.0,1.0,1.0,1.0,0.0,0,0.0,686,0.0,0.0,98,92,75,https://i.ebayimg.com/00/s/NzY4WDExNjA=/z/ZgUAAOSw~7le9zed/$_27.JPG,https://i.ebayimg.com/00/s/NjY2WDEwMDA=/z/~D4AAOSwJmJe9zeZ/$_2.JPG,https://i.ebayimg.com/00/s/NjY2WDEwMDA=/z/Q3oAAOSwFwRe9zeb/$_2.JPG
14,"
                            Gowan Court - 1 Bedroom, 1 Bathroom for Rent
                        ","80 Gowan Avenue, Toronto, ON, M4K 2E1",Apartment,1789.0,1,1,43.6881682,-79.35157199999999,0.0,1.0,1.0,0.0,0.0,0,0.0,410,0.0,0.0,77,69,63,https://i.ebayimg.com/00/s/NzY4WDgyOA==/z/7HsAAOSwDNle60iX/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/JQEAAOSwOWBe60iY/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/NpMAAOSwKx9e60iX/$_2.JPG
15,"
                            165 Bathurst - 0 Bedroom, 1 Bathroom for Rent
                        ","165 Bathurst Street, Toronto, ON, M5V 3C2",Apartment,1859.0,1,1,43.6464884,-79.4037141,1.0,1.0,1.0,1.0,0.0,0,0.0,450,0.0,0.0,98,96,99,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/0BsAAOSwXbhe9ze9/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/VdAAAOSwJp1e9ze-/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/C-gAAOSwEQ5e9ze8/$_2.JPG
16,"
                            Renovated Bachelor For Rent - Forest Hill -
                        ","4 Latimer Avenue, Toronto, ON, M5N 2L9",Apartment,1639.0,Bachelor/Studio,1,43.7031261,-79.4160184,0.0,1.0,1.0,1.0,0.0,0,0.0,340,0.0,0.0,85,72,62,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/IS0AAOSwjBde9ze3/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/DcAAAOSw5KVe9ze8/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/GagAAOSwocFe9ze3/$_2.JPG
17,"
                            1 Bedroom Apartment - Renovated w/ In-Suite Laundry! Call now!
                        ","161 Wilson Avenue, Toronto, ON, M5M 3A4",Apartment,1969.0,1,1,43.7399122,-79.42026659999999,0.0,1.0,1.0,1.0,1.0,0,0.0,629,0.0,0.0,63,63,54,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/WYMAAOSwo8te9zfv/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/6BcAAOSwulde9zfv/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/e14AAOSwXspe9zfz/$_2.JPG
18,"
                            157 & 165 Jameson Avenue - 2 Bedroom, 1 Bathroom for Rent
                        ","157 Jameson Avenue, Toronto, ON, M6K 2Y4",Apartment,2349.0,2,1,43.63767,-79.43575,0.0,1.0,1.0,1.0,0.0,0,0.0,918,0.0,0.0,87,84,84,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/UpsAAOSwOkle~H30/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/wAsAAOSwxDBe~H31/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/26YAAOSwuDte~H3x/$_2.JPG
19,"
                            Renovated 1 Bedroom | Wellesley Village | In-Suite Laundry
                        ","85 Wellesley St E, Toronto, ON, M4Y 1H8",Apartment,1829.0,1,1,43.66567,-79.3799,0.0,1.0,1.0,1.0,0.0,0,0.0,551,0.0,0.0,96,91,98,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/gxkAAOSwHLhfBcuI/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/kAEAAOSw1ixfBcuH/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/GQwAAOSwmlFfBcuH/$_2.JPG
20,"
                            Upgraded Jr. 1 Bed For Rent w/ In-Suite Laundry-Liberty Village
                        ","200 Dufferin Street, Toronto, ON, M6K 1Z4",Apartment,1799.0,1,1,43.63633129999999,-79.4263436,0.0,1.0,1.0,1.0,1.0,0,1.0,625,0.0,0.0,79,90,78,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/Z88AAOSwCdVe4WBi/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/rX4AAOSw0Kle4WBi/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/1O0AAOSwDAxe4WBi/$_2.JPG
21,"
                            Manhattan Towers - 2 Bedroom, 1 Bathroom for Rent
                        ","75 Broadway Avenue, Toronto, ON, M4P 1V1",Apartment,2459.0,2,1,43.7102168,-79.3947347,0.0,1.0,1.0,1.0,1.0,0,1.0,740,0.0,0.0,92,88,57,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/pVwAAOSwraRfBuuo/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/pu4AAOSwgCZfBuup/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/GJMAAOSwJRtfBuun/$_2.JPG
22,"
                            Broadview Mansions - 0 Bedroom, 1 Bathroom for Rent
                        ","569 Broadview Avenue, Toronto, ON, M4K 2N8",Apartment,1729.0,1,1,43.67232629999999,-79.35509189999999,0.0,1.0,1.0,1.0,0.0,0,1.0,425,0.0,0.0,81,95,89,https://i.ebayimg.com/00/s/NzY4WDExNTE=/z/KPMAAOSwDjhfBhke/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/A3EAAOSwo9JfBhkd/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/iekAAOSwwttfBhke/$_2.JPG
23,"
                            Broadview Mansions - 1 Bedroom, 1 Bathroom for Rent
                        ","569 Broadview Avenue, Toronto, ON, M4K 2N8",Apartment,2309.0,1,1,43.67232629999999,-79.35509189999999,0.0,1.0,1.0,1.0,0.0,0,1.0,645,0.0,0.0,81,95,89,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/i64AAOSwGD9e9zfX/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTE=/z/Kv4AAOSwMQ5e9zfX/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/lGIAAOSwLt5e9zfW/$_2.JPG
24,"
                            2 Bedroom For Rent - Forest Hill - Renovated - Family-Friendly
                        ","665 Roselawn Avenue, Toronto, ON, M5N 1L1",Apartment,2309.0,2,1,43.70533590000001,-79.42502379999999,0.0,1.0,1.0,1.0,1.0,0,0.0,952,0.0,0.0,70,73,82,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/v0YAAOSw3Ate9zeb/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/rkQAAOSwIFFe9zeY/$_2.JPG,https://i.ebayimg.com/00/s/NDg2WDY3Ng==/z/M7cAAOSwJ~Je9zeX/$_2.JPG
25,"
                            Manhattan Towers - 0 Bedroom, 1 Bathroom for Rent
                        ","75 Broadway Avenue, Toronto, ON, M4P 1V1",Apartment,1529.0,Bachelor/Studio,1,43.7102168,-79.3947347,0.0,1.0,1.0,1.0,1.0,0,1.0,380,0.0,0.0,92,88,57,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/gBcAAOSwilRfBuup/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/UUIAAOSw4stfBuup/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/rvAAAOSwCqJfBuuo/$_2.JPG
26,"
                            Bachelor - Eglinton/Dufferin - Quiet Community-Family Friendly
                        ","620 Northcliffe Boulevard, Toronto, ON, M6E 3M1",Apartment,1579.0,Bachelor/Studio,1,43.6933028,-79.44687239999999,0.0,1.0,1.0,1.0,1.0,0,0.0,389,0.0,0.0,70,80,68,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/kS8AAOSw3W9e4WA7/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/P4sAAOSwf3pe4WA-/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/KmIAAOSwL0xe4WA7/$_2.JPG
27,"
                            Parkway Forest Towers - 1 Bedroom, 1 Bathroom for Rent
                        ","100 Parkway Forest Drive, Toronto, ON, M2J 1L6",Apartment,1919.0,1,1,43.7732919,-79.3418648,0.0,1.0,1.0,1.0,0.0,0,1.0,665,0.0,0.0,58,81,50,https://i.ebayimg.com/00/s/NzAzWDEyNTA=/z/-gMAAOSwb7te9zgM/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEzNjU=/z/1Y0AAOSwC1pe9zgR/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEzNjU=/z/ge0AAOSwiFhe9zgS/$_2.JPG
28,"
                            31 Spencer Avenue - 1 Bedroom, 1 Bathroom for Rent
                        ","31 Spencer Avenue, Toronto, ON, M6K 2J9",Apartment,1629.0,1,1,43.63509,-79.4292,0.0,1.0,1.0,1.0,0.0,0,0.0,681,0.0,0.0,57,88,78,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/GwYAAOSwaZNe~H3z/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/DQoAAOSwSx9e~H3x/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/qPgAAOSwN1Je~H3z/$_2.JPG
29,"
                            100 Tyndall Avenue - 2 Bedroom, 1 Bathroom for Rent
                        ","100 Tyndall Avenue, Toronto, ON, M6K 2E2",Apartment,2539.0,2,1,43.63642,-79.42895,0.0,1.0,1.0,1.0,0.0,0,0.0,850,0.0,0.0,67,88,79,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/KLAAAOSw5VVe7J~f/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/XmIAAOSwD4Je7J~k/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/HxAAAOSwb9Re7J~h/$_2.JPG
30,"
                            2 Bedroom - Eglinton/Dufferin - Quiet Community-Family Friendly
                        ","620 Northcliffe Boulevard, Toronto, ON, M6E 3M1",Apartment,2249.0,2,1,43.6933028,-79.44687239999999,0.0,1.0,1.0,1.0,1.0,0,0.0,747,0.0,0.0,70,80,68,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/87cAAOSwOMBfB3HY/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/YCEAAOSwpbxfB3HY/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/jh0AAOSwqhtfB3HW/$_2.JPG
31,"
                            1 Bedroom For Rent - Forest Hill - Renovated - Family-Friendly
                        ","665 Roselawn Avenue, Toronto, ON, M5N 1L1",Apartment,1909.0,1,1,43.70533590000001,-79.42502379999999,0.0,1.0,1.0,1.0,1.0,0,0.0,710,0.0,0.0,70,73,82,https://i.ebayimg.com/00/s/NDg2WDY3Ng==/z/CeMAAOSwIy1e9zeX/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/m~0AAOSwFD9e9zeY/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/5jEAAOSwUJNe9zeZ/$_2.JPG
32,"
                            Bachelor Apartment for Rent - Eglinton/Dufferin/York - Call now!
                        ","65 Dynevor Road, Toronto, ON, M6E 3W8",Apartment,1539.0,Bachelor/Studio,1,43.69166860000001,-79.44959209999999,0.0,1.0,1.0,0.0,0.0,0,0.0,416,0.0,0.0,73,77,59,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/ZxoAAOSwo8te4WBY/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/2eAAAOSwghpe4WBX/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/2a0AAOSwu51e4WBY/$_2.JPG
33,"
                            630 Vesta - 2 Bedroom, 1 Bathroom for Rent
                        ","630 Vesta Drive, Toronto, ON, M5N 1J1",Apartment,2229.0,2,1,43.70322,-79.42413,0.0,1.0,1.0,1.0,0.0,0,0.0,842,0.0,0.0,81,74,72,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/bcYAAOSwwX9fCMaH/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/WWsAAOSw-qBfCMaD/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/bR0AAOSwGgZfCMaE/$_2.JPG
0,"
                            157 & 165 Jameson Avenue - 1 Bedroom, 1 Bathroom for Rent
                        ","157 Jameson Avenue, Toronto, ON, M6K 2Y4",Apartment,1749.0,1,1,43.63767,-79.43575,0.0,1.0,1.0,1.0,0.0,0,0.0,741,0.0,0.0,87,84,84,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/XagAAOSwV3Je~H30/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/R~AAAOSwavZe~H31/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/tK0AAOSwd4pe~H3w/$_2.JPG
1,"
                            1 Bedroom Apartment For Rent - Eglinton/Dufferin/York - Call now
                        ","65 Dynevor Road, Toronto, ON, M6E 3W8",Apartment,1659.0,1,1,43.69166860000001,-79.44959209999999,0.0,1.0,1.0,0.0,0.0,0,0.0,416,0.0,0.0,73,77,59,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/se0AAOSwxPVfB3HV/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/2D8AAOSwoH1fB3HV/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/JEgAAOSweblfB3HV/$_2.JPG
2,"
                            1 Bedroom Apartment - East York - Renovated - Amazing Views!
                        ","100 Gowan Avenue, Toronto, ON, M4K 2E2",Apartment,1749.0,1,1,43.6880023,-79.3507422,0.0,1.0,1.0,1.0,1.0,0,0.0,466,0.0,0.0,77,69,60,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/10cAAOSwdD9e9zeU/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/~5MAAOSwtVde9zeV/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/MSAAAOSwADZe9zeV/$_2.JPG
3,"
                            1 Bedroom - 1 bathroom - Pet Friendly - Davisville
                        ","125 Lawton Blvd, Toronto, ON, M4V 2A1",Apartment,1985.0,1,1,43.6944803,-79.3967948,0.0,1.0,1.0,0.0,0.0,0,0.0,606,0.0,0.0,86,83,51,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/rwEAAOSwpLle9zki/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/nSsAAOSwx09e9zko/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/visAAOSwMMxe9zki/$_2.JPG
4,"
                            Valencia Towers - 2 Bedroom, 1 Bathroom for Rent
                        ","6020 Bathurst Street, Toronto, ON, M2R 1Z8",Apartment,1939.0,2,1,43.7878919,-79.44772360000002,0.0,1.0,1.0,1.0,1.0,0,1.0,"1,009",0.0,0.0,72,64,56,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/LMsAAOSwyhhfB3IC/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/BwEAAOSw2RNfB3IA/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/Uf8AAOSw8edfB3IB/$_2.JPG
5,"
                            157 & 165 Jameson Avenue - 0 Bedroom, 1 Bathroom for Rent
                        ","157 Jameson Avenue, Toronto, ON, M6K 2Y4",Apartment,1539.0,Bachelor/Studio,1,43.63767,-79.43575,0.0,1.0,1.0,1.0,0.0,0,0.0,372,0.0,0.0,87,84,84,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/y-UAAOSwUg5e~H3y/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/jL8AAOSwAX9e~H3z/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/2bwAAOSw8Xpe~H3w/$_2.JPG
6,"
                            31 Spencer Avenue - 2 Bedroom, 1 Bathroom for Rent
                        ","31 Spencer Avenue, Toronto, ON, M6K 2J9",Apartment,2509.0,2,1,43.63509,-79.4292,0.0,1.0,1.0,1.0,0.0,0,0.0,900,0.0,0.0,57,88,78,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/4lEAAOSw3dNe~H3w/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/82MAAOSwbS9e~H3w/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/c7UAAOSwaKZe~H3x/$_2.JPG
7,"
                            85 Wellesley - 2 Bedroom, 1 Bathroom for Rent
                        ","85 Wellesley St E, Toronto, ON, M4Y 1H8",Apartment,2559.0,2,1,43.66567,-79.3799,0.0,1.0,1.0,1.0,0.0,0,0.0,935,0.0,0.0,96,91,98,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/Cx0AAOSwEDde7J~g/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDc2OA==/z/LUcAAOSwbrNe7J~h/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/qr4AAOSw9~Ne7J~g/$_2.JPG
8,"
                            1 Bedroom For Rent - North York
                        ","6020 Bathurst Street, Toronto, ON, M2R 1Z8",Apartment,1709.0,1,1,43.7878919,-79.44772360000002,0.0,1.0,1.0,1.0,1.0,0,1.0,650,0.0,0.0,72,64,56,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/0lQAAOSwh7RfB3H~/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/MuwAAOSwcQRfB3IC/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/tp0AAOSwFOpfB3IA/$_2.JPG
9,"
                            Parkway Forest Towers - 2 Bedroom, 1 Bathroom for Rent
                        ","100 Parkway Forest Drive, Toronto, ON, M2J 1L6",Apartment,2309.0,2,1,43.7732919,-79.3418648,0.0,1.0,1.0,1.0,0.0,0,1.0,940,0.0,0.0,58,81,50,https://i.ebayimg.com/00/s/NzAzWDEyNTA=/z/CTAAAOSwMNhe9zgL/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEzNjU=/z/5pwAAOSwpl9e9zgR/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEzNjU=/z/saIAAOSwCf9e9zgR/$_2.JPG
10,"
                            1 Bedroom - Upper Beaches! Spacious Upgraded Suites! Call now!
                        ","600 Kingston Road, Toronto, ON, M4E 1R1",Apartment,1879.0,1,1,43.6787296,-79.2997244,0.0,1.0,1.0,1.0,1.0,0,0.0,738,0.0,0.0,70,83,64,https://i.ebayimg.com/00/s/NDY1WDcwMA==/z/F70AAOSw6xZe4ULS/$_27.JPG,https://i.ebayimg.com/00/s/NDY1WDcwMA==/z/5Q0AAOSwVNpe4ULQ/$_2.JPG,https://i.ebayimg.com/00/s/NDY1WDcwMA==/z/CAoAAOSwprte4ULQ/$_2.JPG
