title,ad_url,address,unit_type,Price,Bedrooms,Bathrooms,Lat,Lon,Hydro Inc.,Heat Inc.,Water Inc.,Laundry Inc.,Yard Inc.,Parking Inc.,Gym Inc.,SQFT,Furnished,Air Conditioning,Walk Score,Transit Score,Bike Score,img_1,"img_2""",img_3
"
                            Bachelor apt for rent
                        ",#N/A,"North York, ON M1R, Canada",Basement,1200,1,1,43.750072,-79.29585,1,1,1,1,0,0,0,111,0,1,52,61,49,,,
"
                            Downtown Toronto apartment for rent
                        ",#N/A,"18 Harbour St, Toronto, ON M5J 2Z6, Canada",Apartment,2100,1,1,43.6428332,-79.3767991,0,0,0,1,1,1,1,100,0,1,90,10,75,,,
"
                            downtown condo for rent
                        ",#N/A,"33 Bay St, Toronto, ON M5J 2Z3, Canada",Apartment,2200,1,1,43.6427847,-79.3770039,0,0,0,1,1,1,1,100,0,1,90,10,75,,,
"
                            Studio for Rent
                        ",#N/A,", Toronto M5A1Z4 ON, Canada",Apartment,1450,1,1,43.6570626,-79.3739222,1,1,1,0,1,0,0,400,1,0,95,96,99,,,
"
                            Newly Renovated Stylish- Beaches, Modern, Bright, Clean
                        ",#N/A,"M4E2X1, Canada",Basement,1950,2,1,43.6700013,-79.2932074,0,0,1,1,1,0,0,1200,0,0,85,65,68,,,
"
                            Basement Apartment for Rent
                        ",#N/A,"St Clair Ave E, Toronto, ON M4T, Canada",Basement,950,1,1,43.6901498,-79.3843479,1,1,1,1,1,0,0,400,1,1,70,80,88,,,
"
                            Renovated two bedroom, St. Clair and Spadina
                        ",#N/A,"263 Russell Hill Road, Toronto, ON, M4V 2T4",Apartment,2350,2,1,43.6851103,-79.4071296,0,1,1,1,0,0,0,635,0,1,57,84,85,,,
"
                            Renovated bachelor suite, St. Clair and Spadina
                        ",#N/A,"263 Russell Hill Road, Toronto, ON, M4V 2T4",Apartment,1495,1,1,43.6851103,-79.4071296,0,1,1,1,0,0,0,218,0,0,57,84,85,,,
"
                            Renovated junior one bedroom, St. Clair and Spadina
                        ",#N/A,"265 Russell Hill Road, Toronto, ON, M4V 2T3",Apartment,1695,1,1,43.685223,-79.4073125,0,1,1,1,0,0,0,350,0,0,57,84,85,,,
"
                            Renovated bachelor suite, St. Clair and Spadina
                        ",#N/A,"265 Russell Hill Road, Toronto, ON, M4V 2T3",Apartment,1595,1,1,43.685223,-79.4073125,0,1,1,1,0,0,0,350,0,0,57,84,85,,,
"
                            Renovated one bedroom, St. Clair and Spadina
                        ",#N/A,"265 Russell Hill Road, Toronto, ON, M4V 2T3",Apartment,1995,1,1,43.685223,-79.4073125,0,1,1,1,0,0,0,591,0,0,57,84,85,,,
"
                            Rooms for Rent in Basement Apartment-Price is per room
                        ",#N/A,"McCowan Rd, Scarborough, ON M1M 3L9, Canada",Basement,950,1,1,43.7274398,-79.2337434,1,1,1,1,1,1,0,1100,1,1,75,57,61,,,
"
                            independent suite for rent at sheppard / victoria Park
                        ",#N/A,"66 Ladner Dr, North York, ON M2J 3Z7, Canada",Apartment,1150,1,1,43.7792861,-79.3293705,1,1,1,1,0,0,0,220,0,1,56,62,46,,,
"
                            Two bedroom apartment for rent on Keele and north of 401
                        ",#N/A,"2843 Keele st, M3m2g7, Toronto, ON",Apartment,1850,2,1,43.7324163,-79.4830658,0,1,1,1,0,0,0,850,0,1,60,62,48,,,
"
                            3 bed 1 bath basement apartment 
                        ",#N/A,"Close to Sheppard Ave E and Warden. , Canada",Basement,1900,3,1,43.7787545,-79.3078326,1,1,1,1,1,1,0,1100,0,1,68,61,52,,,
"
                            Renovated one bedroom, King and Dufferin
                        ",#N/A,"99 Tyndall Ave, Toronto, ON, M6K 2G2",Apartment,2000,1,1,43.636635,-79.4276516,0,1,1,1,1,0,0,680,0,1,75,89,55,,,
"
                            Renovated bachelor suite, Queen and Jameson
                        ",#N/A,"190 Jameson Avenue, Toronto, ON, M6K 2Y8",Apartment,1500,1,1,43.6393477,-79.437116,0,1,1,1,1,0,0,360,0,0,89,82,57,,,
"
                            Renovated one bedroom, King and Dufferin
                        ",#N/A,"77 Spencer Avenue, Toronto, ON, M6K 2K4",Apartment,1800,1,1,43.6371467,-79.4299143,0,1,1,1,0,0,0,540,0,0,67,88,79,,,
"
                            Renovated two bedroom suite, Roncesvalles
                        ",#N/A,"118 Roncesvalles Avenue, Toronto, ON, M6R 2K8",Apartment,2680,2,1,43.6425911,-79.4480718,0,1,1,1,0,0,0,820,0,1,87,78,59,,,
"
                            Basement Apartment for rent
                        ",#N/A,"71 Snow Leopard Ct, Brampton, ON L6R 2L8, Canada",Basement,1600,2,1,43.7640244,-79.7279714,1,1,1,1,0,2,0,850,0,1,50,48,68,,,
"
                            Gorgeous 2 Bedroom Apartment 
                        ",#N/A,"M9R 3A7, Canada",House,1920,2.5,1,43.6891652,-79.5470846,1,1,1,1,0,2,0,1300,0,1,31,64,46,,,
"
                            Spacious 1 Bedroom + Den w/Parking - Dufferin & St. Clair
                        ",#N/A,", Toronto M6H3L5 ON, Canada",Apartment,2000,1.5,1,43.6753308,-79.4417318,1,1,1,1,0,1,0,700,0,1,88,79,73,,,
"
                            2 bedroom basement apartment for rent
                        ",#N/A,"Ellie Dr, Toronto, ON M1G 2G8, Canada",Basement,1500,2,1,43.76539,-79.214165,0,0,0,1,1,1,0,900,0,1,51,56,37,,,
"
                            Lovely 1-Bdrm near Trinity Bellwoods - Queen W. - Dundas W.
                        ",#N/A,"138 Euclid Avenue, Toronto M6J2J9 ON",Apartment,1850,1,1,43.6499364,-79.4093334,1,1,1,1,0,0,0,750,0,1,83,91,86,,,
"
                            2 Bedroom + Den Apartment Near Dundas West Station
                        ",#N/A,"271 Perth Ave, Toronto, ON M6P 3X9, Canada",Apartment,2300,2.5,1,43.6620351,-79.4507099,1,1,1,1,1,0,0,1000,0,1,80,96,92,,,
"
                            Bachelor apartment for rent 219 Fort York Blv.
                        ",#N/A,"219 Fort York Blvd, Toronto, ON M5V 1A9, Canada",Apartment,1750,1,1,43.636642,-79.4057224,1,1,1,1,0,0,0,400,1,1,59,91,94,,,
"
                            1+ bd apt - avail Aug 1st - $2350/m incl util / wifi / parki
                        ",#N/A,"30 Gloucester St, Toronto, ON M4Y 1L5, Canada",Apartment,2350,1.5,1,43.6672377,-79.3839513,1,1,1,1,1,1,1,700,1,1,99,91,96,,,
"
                            1 Bedroom Apartment
                        ",#N/A,"218 Broadview Ave, Toronto, ON M4M 2G5, Canada",Apartment,1700,1,1,43.6618094,-79.3513386,1,1,1,1,0,0,0,750,0,1,88,88,74,,,
"
                            Apartment for rent 
                        ",#N/A,"M2M2L5, Canada",Apartment,1800,2.5,1,43.7931936,-79.413242,1,1,1,1,0,1,0,1500,0,1,67,81,50,,,
"
                            1 bedroom - West End near High Park
                        ",#N/A,", Toronto M6K 3B6 ON, Canada",Apartment,2000,1,1,43.6382569,-79.4417318,1,1,1,1,1,0,0,650,0,0,83,80,54,,,
"
                            Apartment for rent - Yonge Eglinton - one bedroom basement
                        ",#N/A,"Lola road, m5p1e4, toronto, ON",Apartment,1550,1,1,43.7015958,-79.398244,1,1,1,1,1,0,0,600,0,1,94,91,59,,,
"
                            Open-concept loft apartment, Keele and Rogers Rd
                        ",#N/A,"25 Nashville Ave, York, ON M6M 1J2, Canada",Apartment,1395,1,1,43.682584,-79.4755282,0,1,1,1,0,1,0,700,0,0,68,72,59,,,
"
                            3 Bedroom apartment for rent in The Beaches! Prime Location!
                        ",#N/A,"123 Waverley Rd, Toronto, ON M4L 3T4, Canada",Apartment,2500,3,2,43.6707575,-79.3009232,1,1,1,1,1,0,0,850,0,0,89,70,84,,,
"
                            2 Bed / 1 Bath - Jane and Eglinton
                        ",#N/A,", M6M 2B5, Toronto, ON",Apartment,1700,2,1,43.6887862,-79.4996513,0,1,1,1,0,0,0,750,0,0,48,74,45,,,
"
                            Main Floor Bachelor with High Ceilings in Cabbagetown - Aug/Sept
                        ",#N/A,"292 Gerrard St East, M5A2G4, Toronto, ON",Apartment,1190,1,1,43.6624245,-79.3675357,1,1,1,1,1,0,0,250,1,1,92,88,10,,,
"
                            FORM #3698 - Luxury Condo for Rent
                        ",#N/A,"50 McCaul Street, Toronto, ON, M5T 0B6",Apartment,2095,1,2,43.651804,-79.39067,0,0,0,0,0,0,1,611,0,0,99,10,75,,,
"
                            Renovated One Bedroom Apt. Aug. 1  -  $1695/m East York
                        ",#N/A,"1253 Broadview Ave, East York, ON M4K 2T3, Canada",Apartment,1695,1,1,43.691011,-79.3552211,0,1,1,1,0,0,0,450,0,0,65,70,97,,,
"
                            One Bedroom in Downtown Distillery District
                        ",#N/A,"39 Parliament St, Toronto, ON M5A 4R2, Canada",Apartment,1350,1,1,43.6497473,-79.3615906,1,1,1,1,1,1,0,900,0,1,90,92,99,,,
"
                            Beautifully renovated  2 Bedroom Apt  with Balcony Near TTC
                        ",#N/A,"229 PANNAHILL, NORTH YORK M3H 4N9 ON",Apartment,1700,2,1,43.760377,-79.4631373,0,1,1,1,1,1,0,700,0,0,53,74,51,,,
"
                            2 bedroom unit for rent - Symington / Bloor St W
                        ",#N/A,"153 Symington Ave, Toronto, ON M6P 3W5, Canada",Apartment,2250,2,1,43.6616365,-79.4493144,0,1,1,1,1,0,0,800,0,1,82,95,88,,,
"
                            Danforth Neighbourhood Suites - 3BR
                        ",#N/A,"99 Mountjoy Ave., m4j4m4, Toronto, ON",Apartment,2400,3,1,43.680433,-79.3284748,0,1,1,1,1,0,0,1000,0,0,76,80,60,,,
"
                            Fabulous 3 bedroom plus 2 bath near Danforth & Greenwood
                        ",#N/A,", Toronto M4J 4E9 ON, Canada",Apartment,3200,3,2,43.6931662,-79.3369623,0,0,0,1,1,0,0,1400,0,0,66,71,80,,,
"
                            Renovated 1 Bedroom w/Balcony at Bathurst Eglinton
                        ",#N/A,"45 Gardiner Rd, Toronto, ON M5P 3B6, Canada",Apartment,1700,1,1,43.7019738,-79.4195255,0,1,1,1,1,0,0,700,0,0,83,66,86,,,
"
                            Luxury, Brand new 1 brm, Junction / High Park, August 1st.
                        ",#N/A,"49 Hook Ave, Toronto, ON M6P 1T3, Canada",Apartment,1699,1,1,43.6658788,-79.4610772,1,1,1,0,0,0,0,450,0,1,84,74,96,,,
"
                            LEASE TAKEOVER AT CAMPUS COMMON DOWNTOWN TORONTO
                        ",#N/A,"50 Gerrard St E, Toronto, ON M5B 1J6, Canada",Apartment,1175.3,1,1,43.6598026,-79.3792222,1,1,1,1,0,0,1,200,0,0,96,94,98,,,
"
                            One Bedroom Apartment Toronto at Yonge and Bloor $1795 all inclu
                        ",#N/A,"30 Gloucester St, Toronto, ON M4Y 1L5, Canada",Apartment,1795,1,1,43.6672377,-79.3839513,1,1,1,1,1,0,1,640,0,0,99,91,96,,,
"
                            2 bed Rm 4 rent in Aura building , Downtown Toronto
                        ",#N/A,"386 Yonge st, M5B0A5, Toronto, ON",Apartment,3000,2,2,43.659127,-79.3835401,0,0,1,1,1,1,1,900,0,1,98,97,74,,,
"
                            Renovated and spacious 1+1 apartment in midtown Toronto for rent
                        ",#N/A,"45 Balliol St, Toronto, ON M4S 1C3, Canada",Apartment,2150,1.5,1,43.6973806,-79.3949306,1,1,1,1,1,0,1,670,0,0,89,80,56,,,
"
                            Bloor and Dufferin Apartment - Recently Renovated
                        ",#N/A,"Millicent St, Toronto, ON M6H 1W4, Canada",Apartment,1450,1,1,43.6655186,-79.4379315,1,1,1,0,0,0,0,500,1,1,80,84,79,,,
"
                            6 month sublet - 1 bedroom partially furnished in Cabbagetown
                        ",#N/A,", Toronto M4x 1k4 ON, Canada",Apartment,2050,1,1,43.6641792,-79.3731304,1,1,1,1,0,0,0,500,1,0,93,86,75,,,
"
                            Perfect Lakeshore Bachelor Apartment
                        ",#N/A,"2407 Lake Shore Blvd W, Etobicoke, ON M8V 1C5, Canada",Apartment,1350,1,1,43.6141933,-79.4885149,0,1,1,1,0,0,0,400,0,0,65,63,87,,,
"
                            1 bedroom for rent in a two bedroom apartment
                        ",#N/A,"280 Wellesley St E, Toronto, ON M4X 1G7, Canada",Apartment,1350,2,1,43.6684862,-79.3704469,1,1,1,1,1,0,0,1000,1,0,89,89,74,,,
"
                            Newly renovated one bedroom apartment in Little Italy
                        ",#N/A,"18 D'Arcy St, Toronto, ON M5T 1J7, Canada",Apartment,5200,5,2,43.6553874,-79.3925537,1,1,1,1,0,0,0,1500,0,1,98,98,74,,,
"
                            King & Dufferin - Apartment for Rent : *CALL JERRY* @ 6473800740
                        ",#N/A,"2A Elm Grove Ave, Toronto, ON M6K 2H9, Canada",Apartment,1400,2,1,43.6387645,-79.4306601,1,0,0,0,1,0,0,200,0,0,73,88,54,,,
"
                            507- 38 Dan Leckie Way Toronto - Condo Unit Apartment for Rent
                        ",#N/A,"38 Den Leckie Way, Toronto, ON, M5V 4B2",Apartment,2800,2,2,43.6375303,-79.3981774,0,1,1,1,0,0,0,950,0,0,74,91,87,,,
"
                            Bay & Gerrard Street West - 1 Bedroom Apartment for Rent
                        ",#N/A,"44 Gerrard Street West, Toronto, ON, M5G 2K2",Apartment,2750,1.5,1,43.658897,-79.383798,1,1,1,1,0,0,1,880,0,1,98,97,94,,,
"
                            80 Heath Estates - 1 Bedroom Apartment for Rent
                        ",#N/A,"80 Heath Street West, Toronto, ON, M4V 2C6",Apartment,2100,1,1,43.689829,-79.3989498,0,1,1,1,1,0,0,727,0,0,66,84,78,,,
"
                            Pleasant Manor - Studio Apartment for Rent
                        ",#N/A,"501 Mount Pleasant Road, Toronto, ON, M4S 2L9",Apartment,1500,1,1,43.7014466,-79.3870454,0,1,1,1,0,0,0,500,0,0,84,83,52,,,
"
                            La Salle Towers - 1 Bedroom Apartment for Rent
                        ",#N/A,"135 Lawton Blvd, Toronto, ON, M4V 1Z6",Apartment,1950,1,1,43.6949068,-79.3967114,0,1,1,1,1,0,0,640,0,0,86,83,51,,,
"
                            La Salle Towers - 2 Bedroom Apartment for Rent
                        ",#N/A,"135 Lawton Blvd, Toronto, ON, M4V 1Z6",Apartment,2300,2,1,43.6949068,-79.3967114,0,1,1,1,1,0,0,720,0,0,86,83,51,,,
"
                            The Ellington - 1 Bedroom Apartment for Rent
                        ",#N/A,"7 Carlton Street, Toronto, ON, M5B 2M3",Apartment,2150,1,1,43.6610563,-79.3826698,1,1,1,1,0,0,1,750,0,1,99,95,93,,,
"
                            The Ellington - 2 Bedroom + Den Apartment for Rent
                        ",#N/A,"7 Carlton Street, Toronto, ON, M5B 2M3",Apartment,3000,2.5,2,43.6610563,-79.3826698,1,1,1,1,0,0,1,1000,0,1,99,95,93,,,
"
                            The Ellington - 1 Bedroom + den Apartment for Rent
                        ",#N/A,"7 Carlton Street, Toronto, ON, M5B 2M3",Apartment,2250,1.5,1,43.6610563,-79.3826698,1,1,1,1,0,0,1,730,0,1,99,95,93,,,
"
                            729-200 Dundas Street East - Condo Unit Apartment for Rent
                        ",#N/A,"200 Dundas street east, Toronto, ON, M5A 1Z4",Apartment,2250,2.5,1,43.6573757,-79.3740982,0,0,0,1,0,0,1,700,0,0,95,96,99,,,
"
                            169 St George - Studio Apartment for Rent
                        ",#N/A,"169 St. George Street, Toronto, ON, M5R 2M2",Apartment,1640,1,1,43.6708741,-79.400709,0,1,1,1,1,0,0,500,0,0,88,98,75,,,
"
                            169 St George - 3 Bedroom Apartment for Rent
                        ",#N/A,"169 St. George Street, Toronto, ON, M5R 2M2",Apartment,4200,3,2,43.6708741,-79.400709,0,1,1,1,1,0,0,1400,0,0,88,98,75,,,
"
                            149 St George - 1 Bedroom Apartment for Rent
                        ",#N/A,"149 St. George, Toronto, ON, M5R 2L9",Apartment,1900,1,1,43.6533809,-79.3716164,0,1,1,1,1,0,0,616,0,0,96,10,98,,,
"
                            Skyliner - Studio Apartment for Rent
                        ",#N/A,"224 St. George Street, Toronto, ON, M5R 2N9",Apartment,1545,1,1,43.6714339,-79.4019404,0,1,1,1,0,0,0,500,0,0,85,98,10,,,
"
                            Skyliner - 1 Bedroom Apartment for Rent
                        ",#N/A,"224 St. George Street, Toronto, ON, M5R 2N9",Apartment,1840,1,1,43.6714339,-79.4019404,0,1,1,1,0,0,0,590,0,0,85,98,10,,,
"
                            Forest Hill Residences - 1 Bedroom Apartment for Rent
                        ",#N/A,"780 Eglinton Avenue West, Toronto, ON, M5N 1E9",Apartment,1700,1,1,43.7018973,-79.4226626,0,1,1,1,1,0,0,747,0,0,79,72,71,,,
"
                            Rosedale - 3 Bedroom Apartment for Rent
                        ",#N/A,"10 Lamport Avenue, Toronto, ON, M4W 1S6",Apartment,3900,3,1,43.6787886,-79.3775734,0,1,1,1,1,0,0,1483,0,0,8,80,39,,,
"
                            Forest Hill Residences - 2 Bedroom Apartment for Rent
                        ",#N/A,"780 Eglinton Avenue West, Toronto, ON, M5N 1E9",Apartment,2575,2,1,43.7018973,-79.4226626,0,1,1,1,1,0,0,934,0,0,79,72,71,,,
"
                            214 St George - 2 Bedroom Apartment for Rent
                        ",#N/A,"214 St. George Street, Toronto, ON, M5R 2N8",Apartment,2550,2,1,43.6712116,-79.4019404,0,1,1,1,0,0,0,810,0,0,85,98,10,,,
"
                            The Ellington - 1 Bedroom + den Apartment for Rent
                        ",#N/A,"7  Carlton Street, Toronto, ON, M5B 2M3",Apartment,2250,1.5,1,43.6610563,-79.3826698,1,1,1,1,0,0,0,730,0,1,99,95,93,,,
"
                            2 Bedroom Apartment for Rent - 3443 Bathurst Street
                        ",#N/A,"3443 Bathurst Street, Toronto, ON, M6A 2C3",Apartment,2550,2,2,43.7280472,-79.4314888,0,0,0,1,0,0,1,1232,0,0,71,70,57,,,
"
                            1 Bedroom + Den Apartment for Rent - 3443 Bathurst Street
                        ",#N/A,"3443 Bathurst Street, Toronto, ON, M6A 2C3",Apartment,2100,1.5,1,43.7280472,-79.4314888,0,0,0,1,0,0,1,921,0,0,71,70,57,,,
"
                            40 Alexander Street - 2 Bedroom Apartment for Rent
                        ",#N/A,"40 Alexander Street, Toronto, ON, M4Y 1B5",Apartment,2375,2,1,43.663292,-79.3820119,0,1,1,0,0,0,0,882,0,0,98,92,75,,,
"
                            Amazing RENOVATED Suite available!!!
                        ",#N/A,"2777 Kipling Avenue, Etobicoke, ON, M9V 4M2",Apartment,2195,3,1,43.7558049,-79.5871202,0,1,1,1,1,0,0,1100,0,0,41,63,41,,,
"
                            Islington Terrace #3786 - Luxury Condo for Rent
                        ",#N/A,"7 Mabelle Avenue, Toronto, ON, M9A 0C9",Apartment,2195,2,2,43.645586,-79.527417,0,0,0,0,0,0,1,690,0,0,80,96,75,,,
"
                            Parkside Place - 1 Bedroom Apartment for Rent
                        ",#N/A,"55 Triller Avenue, Toronto, ON, M6R 2H6",Apartment,1765,1,1,43.6399616,-79.4437099,0,1,1,1,1,0,0,655,0,0,86,79,60,,,
"
                            Montgomery Mills - 50 Cordova Ave. - 3 Bedroom Apartment for...
                        ",#N/A,"50 Cordova Avenue, Etobicoke, ON, M9A 4X6",Apartment,1995,3,2,43.6471185,-79.5260936,0,1,1,1,1,0,1,1214,0,1,85,99,82,,,
"
                            Montgomery Mills - 24 Mabelle Ave. - Studio Apartment for Rent
                        ",#N/A,"24 Mabelle Avenue, Etobicoke, ON, M9A 4X8",Apartment,1450,1,1,43.6459124,-79.527111,0,1,1,1,1,0,1,515,0,1,80,96,75,,,
"
                            Apartment 2 bdrm for rent at Old Mill and Bloor
                        ",#N/A,"2665 Bloor St W, Etobicoke, ON M8X 1A4, Canada",Apartment,2075,2,1,43.6496924,-79.4966969,0,1,1,1,1,1,0,1000,0,0,52,76,59,,,
"
                            1BR Apartment Bright Lower Unit in Townhouse Condo near Junction
                        ",#N/A,", Toronto M6N5G3 ON, Canada",Apartment,1800,1,1,43.6721266,-79.4550943,0,0,1,1,1,1,0,550,0,1,79,77,80,,,
"
                            Toronto DownTown Renovated Victorian 2nd FL 2BR  Apartment Sep 1
                        ",#N/A,", Toronto M5A2T3 ON, Canada",Apartment,2400,2,1,43.6579189,-79.369611,0,0,0,1,1,0,0,710,0,1,90,95,75,,,
"
                            Montgomery Mills - 50 Cordova Ave. - 1 Bedroom Apartment for...
                        ",#N/A,"50 Cordova Avenue, Etobicoke, ON, M9A 4X6",Apartment,1650,1,1,43.6471185,-79.5260936,0,1,1,1,1,0,1,682,0,1,85,99,82,,,
"
                            729-200 Dundas Street East - Condo Unit Apartment for Rent
                        ",#N/A,"200 Dundas street east, Toronto, ON, M5A 1Z4",Apartment,2250,2.5,1,43.6573757,-79.3740982,0,0,0,1,0,0,1,700,0,0,95,96,99,,,
"
                            2+1 BR,2 Bth,Condo,Apartment,Toronto,North York, Bayview village
                        ",#N/A,"15 Rean Dr, North York, ON M2K 0A7, Canada",Apartment,3300,2.5,2,43.7668052,-79.3821482,0,1,1,1,1,1,1,1350,0,1,59,71,50,,,
"
                            FURNISHED PENTHOUSE 1+1 BEDROOM APARTMENT DOWNTOWN TORONTO
                        ",#N/A,"243 Wellesley St E, Toronto, ON M4X 1G8, Canada",Apartment,1990,1,1,43.6675213,-79.3719276,1,1,1,1,1,1,0,600,1,1,90,89,10,,,
"
                            DOWNTOWN FULLY FURNISHED 2 BEDROOM APARTMENT FOR RENT
                        ",#N/A,"8 York St, Toronto, ON M5J 2Y2, Canada",Apartment,2590,2,1,43.6406456,-79.380939,0,1,1,1,1,0,1,799,1,1,89,10,74,,,
"
                            1 BEDROOM  self sustained apartment  st clair and dufferin
                        ",#N/A,", Course Italy M6e3z5 ON",Apartment,1800,1,1,43.6806633,-79.4480616,0,0,1,1,1,0,0,700,0,1,66,78,77,,,
"
                            3bd 2ba apartment in a house near Don Mills Subway,Fairview Mall
                        ",#N/A,"Shippigan Crescent, North York, ON M2J 2G2, Canada",Apartment,2390,3,2,43.7783538,-79.3561481,0,0,0,1,1,1,0,2500,0,1,42,76,45,,,
"
                            Bay & Gerrard Street West - 1 Bedroom Apartment for Rent
                        ",#N/A,"44 Gerrard Street West, Toronto, ON, M5G 2K2",Apartment,2750,1.5,1,43.658897,-79.383798,1,1,1,1,0,0,1,880,0,1,98,97,94,,,
"
                            TRENDY 2BR Corner Apartment for Rent! (Yonge and Eglinton)
                        ",#N/A,"2449 Yonge St, Toronto, ON M4P 1Y5, Canada",Apartment,1850,2,1,43.7110109,-79.3989854,0,1,1,1,0,0,0,500,0,1,90,87,60,,,
"
                            Fuse 2 -1420 Dupont Street - 2 Bedroom Apartment for Rent
                        ",#N/A,"1420 Dupont Street, Toronto, ON, M6H 0C2",Apartment,2350,2,1,43.6667189,-79.4475628,0,0,0,1,1,0,1,693,0,1,82,77,83,,,
"
                            #726, 576 Front St West - Condo Unit Apartment for Rent
                        ",#N/A,"576 Front Street West, Toronto, ON, M5V 0P8",Apartment,1900,1,1,43.6410714,-79.400252,0,0,0,1,0,0,1,500,0,0,91,96,95,,,
"
                            #715, 200 Sackville Ave, Toronto - Condo Unit Apartment for Rent
                        ",#N/A,"200 Sackville, Toronto, ON, M5A 3H1",Apartment,2000,1.5,1,43.658981,-79.362919,0,1,1,1,0,0,1,650,0,0,87,90,99,,,
"
                            77 Davisville Avenue - Renovated 2 Bed 2 Bath Apartment for Rent
                        ",#N/A,"77 Davisville Avenue, Toronto, ON, M4S 1G4",Apartment,2500,2,2,43.6984455,-79.393681,0,1,1,0,0,0,0,1012,0,0,86,80,54,,,
"
                            Musee - 525 Adelaide Street West - 1 Bedroom+Den Apartment...
                        ",#N/A,"525 Adelaide Street West, Toronto, ON, M5V 1T6",Apartment,2450,1.5,2,43.6453398,-79.4021851,0,0,0,1,1,0,0,668,0,0,98,10,56,,,
"
                            Montgomery Mills - 24 Mabelle Ave. - Jr 1 Bedroom Apartment...
                        ",#N/A,"24 Mabelle Avenue, Etobicoke, ON, M9A 4X8",Apartment,1550,1,1,43.6459124,-79.527111,0,1,1,1,1,0,1,556,0,1,80,96,75,,,
"
                            3 Bedroom Apt - North York (Don Mills and York Mills Area)
                        ",#N/A,"150 Graydon Hall Drive, North York, ON, M3A 3B1",Apartment,2250,3,1.5,43.7656546,-79.3430793,1,1,1,1,1,0,0,1200,0,1,22,73,35,,,
"
                            Renovated one bedroom, College and Spadina
                        ",#N/A,"160 Huron Street, Toronto, ON, M5T 2B5",Apartment,1700,1,1,43.6570904,-79.397963,0,1,1,1,0,0,0,400,0,0,96,97,75,,,
"
                            Renovated one bedroom, Church and Bloor
                        ",#N/A,"81 and 83 Isabella Street, Toronto, ON, M4Y 1N7",Apartment,1750,1,1,43.6682221,-79.3812788,0,0,1,1,0,0,0,660,0,1,97,90,75,,,
"
                            Renovated bachelor unit, Church & Wellesley
                        ",#N/A,"54/56 Maitland Street, Toronto, ON, M4Y 1C9",Apartment,1400,1,1,43.64856,-79.38533,0,1,1,1,0,0,0,310,0,0,99,10,94,,,
"
                            HUMBER COLLEGE Bachelor Apartment 4 Rent Kipling-Lake Shore Blvd
                        ",#N/A,"Jackson Rd, Etobicoke, ON M8V 2G4, Canada",Apartment,1500,1,1,43.598276,-79.5106691,1,1,1,1,1,1,0,550,0,0,73,65,84,,,
"
                            Pinnacle Centre Condos - 2 Bedroom + Den Apartment for Rent
                        ",#N/A,"18 Harbour Street, Toronto, ON, M5J 2Z6",Apartment,3600,2.5,2,43.6428332,-79.3767991,0,0,0,1,1,0,0,1123,0,1,90,10,75,,,
"
                            Wellesley On The Park #3789 - Luxury Condo for Rent
                        ",#N/A,"11 Wellesley Street West, Toronto, ON, M4X 1H6",Apartment,1675,1,1,43.664635,-79.385478,0,0,0,0,0,0,0,343,0,0,98,94,74,,,
"
                            The Ellington - 1 Bedroom + den Apartment for Rent
                        ",#N/A,"7 Carlton Street, Toronto, ON, M5B 2M3",Apartment,2250,1.5,1,43.6610563,-79.3826698,1,1,1,1,0,0,1,730,0,1,99,95,93,,,
"
                            BEAUTIFULLY FURNISHED 2bd KING WEST w/BALCONY &GAS BBQ
                        ",#N/A,"39 Brant St, Toronto, ON M5V 1S7, Canada",Condo,3300,2,1,43.6464336,-79.3978064,0,1,1,1,1,1,1,700,1,1,97,10,75,,,
"
                            Brand new basement apartment at Sheppard and Keele $1500
                        ",#N/A,"67 Treeland Way, North York, ON M3M 3H7, Canada",Basement,1500,1,1,43.7424458,-79.4924388,1,1,1,1,1,0,0,800,0,1,39,64,35,,,
"
                            Beautiful two story 1 bedroom apartment - available September 
                        ",#N/A,"412 Merton St, Toronto, ON M4S 1B3, Canada",Condo,2280,1,2,43.6990186,-79.3835261,1,1,1,1,1,1,0,750,0,1,63,73,70,,,
"
                            New bachelor apartment yonge and steels north york
                        ",#N/A,"73 Goulding Ave, North York, ON M2M 1L1, Canada",Apartment,1200,1,1,43.790595,-79.4245731,1,1,1,1,0,1,0,200,0,1,59,80,51,,,
"
                            New 2-bedroom basement apartment yonge and steels north york
                        ",#N/A,"73 Goulding Ave, North York, ON M2M 1L1, Canada",Basement,1750,2,1,43.790595,-79.4245731,1,1,1,1,0,1,0,1500,0,1,59,80,51,,,
"
                            Solaris II - 135 Village Green #1464 - Luxury Condo for Rent
                        ",#N/A,"135 Village Green Square, Toronto, ON, M1S 0G4",Apartment,1795,1,1,43.777603,-79.282728,0,0,0,0,0,0,0,570,0,0,47,67,45,,,
"
                            57 Charles at Bay - Studio Apartment for Rent
                        ",#N/A,"57 Charles Street West, Toronto, ON, M5S 2X1",Apartment,1960,1,1,43.66767,-79.389445,0,1,1,0,1,0,1,442,0,0,98,95,93,,,
"
                            Bayview Mews - Two Bedroom Apartment for Rent
                        ",#N/A,"2911 Bayview Avenue, Toronto, ON, M2K 1E8",Apartment,2350,2,1,43.770674,-79.3855,0,1,1,0,0,0,0,730,0,0,76,71,51,,,
