,title,address,unit_type,price,bedrooms,bathrooms,apartment_lat,apartment_lon,hydro_included,heat_included,water_included,laundry_included,backyard_included,parking_included,gym_included,sqft,furnished,air_conditioning,walk_score,transit_score,bike_score,img_1,"img_2""",img_3
12,"
                            Renovated Basement Apartment Scarborough
                        ",", Scarborough M1T1Y5 ON, Canada",Basement,1350,Bachelor/Studio,1,43.7759497,-79.3020128,1,1,1,1,0,1,0,350,0,1,58,61,45,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/y9UAAOSwdzdfCgu6/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/vtIAAOSwI5tfCgu2/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/hSsAAOSw4rxfCgu9/$_2.JPG
13,"
                            Rent Furnished 2 Bedroom Apartment for Females / Toronto
                        ",", Toronto M1P5C4 ON, Canada",Basement,1600,2.5,1,43.7654526,-79.2910939,1,1,1,1,1,0,0,300,1,1,49,60,48,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/DtQAAOSwCfRfCgmd/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/SrUAAOSw9OJfCgmo/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/YBMAAOSwGgZfCgmz/$_2.JPG
14,"
                            2Bed/2Bath - 800 SQ Foot Condo For Rent - 68 Abell
                        ","68 Abell St, Toronto, ON M6J 0B1, Canada",Condo,2900,2,2,43.642313,-79.4243664,0,1,1,1,1,1,1,810,0,1,89,89,85,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/xIQAAOSwU2dfCgg9/$_27.JPG,https://i.ebayimg.com/00/s/NTA5WDgwMA==/z/1BIAAOSwbOBfCgg1/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/F~AAAOSwO2BfCggZ/$_2.JPG
15,"
                            Midtown 2nd Floor Bright 1 Bedroom Apartment
                        ","298 Eglinton Ave W, Toronto, ON M4R 1B2, Canada",Apartment,1400,1,1,43.7049299,-79.4080723,0,0,1,1,1,0,0,500,0,1,88,86,63,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ROgAAOSwYz5fCgj-/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDUwOA==/z/0zcAAOSwDnBfCxUu/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/kHEAAOSwEWVfCgkB/$_2.JPG
16,"
                            Airy 2 Bedroom Apartment for Rent in the Beaches
                        ","234 Coxwell Ave, Toronto, ON M4L 3B2, Canada",Apartment,2200,2,1,43.6722174,-79.3192239,0,0,1,1,1,1,0,"1,000",0,1,86,71,79,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/G0AAAOSwO2xfCgUM/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/bncAAOSwENFfCgUQ/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/MqcAAOSwzwRfCgUd/$_2.JPG
17,"
                            RENOVATED BACHELOR ALL INCLUSIVE - St. Clair & Keele
                        ",", Toronto M6N2Z5 ON, Canada",Apartment,1390,1,1,43.6729786,-79.4610716,1,1,1,1,0,0,0,300,0,1,85,77,78,https://i.ebayimg.com/00/s/ODAwWDM4OA==/z/W48AAOSw3LxfB2r0/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDM4OA==/z/ynwAAOSwl2pfB2sb/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDM4OA==/z/1LwAAOSwmwtfB2su/$_2.JPG
18,"
                            Renovated 2bdrm basement apt w/ outdoor space - Aug 1, inclusive
                        ",", Toronto M6E3R3 ON, Canada",Basement,1475,2,1,43.6870212,-79.4463034,1,1,1,1,1,0,0,700,0,1,57,72,73,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/k3wAAOSwGhpfCgW4/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/LYgAAOSwLfBfCgW0/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/9coAAOSwraRfCgWx/$_2.JPG
19,"
                            Cozy 1 bedroom + den in trendy Queen West
                        ","72 Melbourne Ave, Toronto, ON M6K 1K7, Canada",Apartment,1375,1,1,43.6399078,-79.4322031,1,1,1,1,0,0,0,450,0,0,84,86,85,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/qZYAAOSwQiJfCgP7/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/5IwAAOSwbQNfCgP-/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/x~IAAOSwkOVfCgQB/$_2.JPG
20,"
                            RENOVATED-2 BEDROOM UNIT- QUEENSWAY & PARKLAWN!!!
                        ","23 Cannon Rd, Etobicoke, ON M8Y 1R8, Canada",Apartment,2500,2,1,43.6335838,-79.4874596,0,1,1,1,1,1,0,950,0,1,43,63,75,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/JkAAAOSwooVfCgMX/$_27.JPG,https://i.ebayimg.com/00/s/NDY4WDgwMA==/z/emQAAOSwJmRfCgNh/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/uYMAAOSwoU1fCgNl/$_2.JPG
21,"
                            Liberty Village Townhome - RENTAL
                        ","701-42 Western Battery Rd, Toronto, ON M6K 3P1, Canada",Condo,2300,1,1,43.6396638,-79.4134616,1,1,1,1,1,1,0,600,0,1,87,92,95,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/xjcAAOSwYkVfCgDD/$_27.JPG,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/pvMAAOSwQiJfCgDL/$_2.JPG,https://i.ebayimg.com/00/s/MjEyWDMxOQ==/z/JmUAAOSw6YNfCgDQ/$_2.JPG
22,"
                            Bright 2 Bedroom 2 Bathroom at Ossington & College/Bloor
                        ","461 Ossington Ave, Toronto, ON M6G 3T3, Canada",Apartment,2000,2,2,43.6550537,-79.4226472,1,1,1,1,0,0,0,800,0,1,91,84,96,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/dBUAAOSws-dfCf5v/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/M-kAAOSwudBfCf6H/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/bi8AAOSwD7hfCf58/$_2.JPG
23,"
                            SPACIOUS ONE BEDROOM + DEN!! FIRST MONTH, NO RENT!! FREE! FREE!!
                        ","390 Queens Quay West, Toronto, ON, M5V 3A7",Apartment,2057,1.5,1,43.6384582,-79.3906374,0,0,1,1,0,0,1,639,0,1,76,96,91,https://i.ebayimg.com/00/s/NzM4WDEwNDI=/z/OqgAAOSw2uhe4XbH/$_27.JPG,https://i.ebayimg.com/00/s/NTI3WDc4NQ==/z/hB4AAOSw9CNe4XbE/$_2.JPG,https://i.ebayimg.com/00/s/MTA2OFgxNjAw/z/EMIAAOSwn0Ne4XbI/$_2.JPG
24,"
                            SPACIOUS TWO BEDROOMS + DEN!! FIRST MONTH, NO RENT!! FREE FREE!!
                        ","390 Queens Quay West, Toronto, ON, M5V 3A7",Apartment,2497,2.5,1,43.6384582,-79.3906374,0,0,1,1,0,0,1,794,0,1,76,96,91,https://i.ebayimg.com/00/s/NzM4WDEwNDI=/z/zjQAAOSwqK9e4XbF/$_27.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/yGoAAOSw9Ide4XbF/$_2.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/aa4AAOSwxMle4XbG/$_2.JPG
25,"
                            Single Bedroom for Rent in 2 Bedroom Apartment
                        ","1056 Bloor St W, Toronto, ON M6H 1M3, Canada",Apartment,817,2,1,43.6606744,-79.4326098,0,0,0,0,0,0,0,1,0,1,92,87,81,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/hCIAAOSwc2lfCf3c/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/h8oAAOSwCo9fCf33/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/0UMAAOSwz0pfCf4S/$_2.JPG
26,"
                            1 Bdrm Second Floor Apt. for Rent in Davisville
                        ","33 Davisville Ave, Toronto, ON M4S 2Y9, Canada",Apartment,1950,1,1,43.6984043,-79.3948245,1,1,1,1,0,0,0,850,0,1,89,80,56,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/cZAAAOSwn0RfCf6b/$_27.JPG,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/GTEAAOSwG7FfCf6f/$_2.JPG,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/qAUAAOSwl2pfCf6i/$_2.JPG
27,"
                            Bachelor / Studio Apartment for Rent.
                        ","15 Risa Blvd, North York, ON M6B 1S2, Canada",Basement,1350,1,1,43.7046819,-79.4487869,1,1,1,1,0,0,0,1,1,1,38,81,70,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/RHIAAOSwH9he-MKa/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/RFwAAOSwBrhe-MKm/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/UVAAAOSwQo5e-MKz/$_2.JPG
28,"
                            1 Bedroom available for renting in a 2 bedroom apartment 
                        ","Wynford Dr, North York, ON M3C 0C6, Canada",Condo,1000,2,2,43.725002,-79.32864,1,1,1,1,1,0,1,"1,000",1,1,27,64,34,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/N2AAAOSwcTZfCfv1/$_27.PNG,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/YgcAAOSwgbdfCfv4/$_2.PNG,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/GFgAAOSwK6tfCfv5/$_2.PNG
29,"
                            NEW PRICE... 1 Bedroom $1900 at King /Bathurst
                        ","38 Stewart Street, M5V 0H1, Toronto, ON",Condo,1900,1,1,43.6437654,-79.4013543,0,1,1,1,0,0,1,450,0,1,98,10,64,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/mf4AAOSwn0dfCflP/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/TLEAAOSwCqJfCflC/$_2.JPG,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/2YsAAOSwO0NfCflG/$_2.JPG
0,"
                            6151 Bathurst - One Bedroom Apartment for Rent
                        ","6151 Bathurst Street, Toronto, ON, M2R 1Z4",Apartment,1975,1,1,43.7880312,-79.4462018,0,1,1,1,1,0,0,775,0,0,81,65,52,https://i.ebayimg.com/00/s/NzY4WDg5NA==/z/xZwAAOSwYApe8lS5/$_27.PNG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/AnwAAOSwNXBe8lSz/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/g1wAAOSwBhJe8lSz/$_2.JPG
1,"
                            6151 Bathurst - Two Bedroom Apartment for Rent
                        ","6151 Bathurst Street, Toronto, ON, M2R 1Z4",Apartment,2218,2,1,43.7880312,-79.4462018,0,1,1,1,1,0,0,913,0,0,81,65,52,https://i.ebayimg.com/00/s/NzY4WDg5NA==/z/4ScAAOSwH2Be8lS5/$_27.PNG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/wxYAAOSwO1de8lSz/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/SKYAAOSwmlFe8lSz/$_2.JPG
2,"
                            765 Steeles  - One Bedroom Apartment for Rent
                        ","765 Steeles Ave West, Toronto, ON, M2R 2S7",Apartment,1847,1,1,43.7924233,-79.4428269,0,1,1,1,1,0,0,780,0,0,81,65,50,https://i.ebayimg.com/00/s/NzY4WDc3OQ==/z/6CYAAOSwadhe4Ztr/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/OQQAAOSwlRZe4Ztr/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/NbMAAOSwbwFe4Ztq/$_2.JPG
3,"
                            765 Steeles  - Two Bedroom Apartment for Rent
                        ","765 Steeles Ave West, Toronto, ON, M2R 2S7",Apartment,2285,2,1.5,43.7924233,-79.4428269,0,1,1,1,1,0,0,"1,020",0,0,81,65,50,https://i.ebayimg.com/00/s/NzY4WDc3OQ==/z/QDkAAOSwYN5e4Ztr/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/czQAAOSwC89e4Ztt/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/bRQAAOSwThFe4Ztr/$_2.JPG
4,"
                            66 Isabella - East Tower - Three Bedroom Apartment Apartment...
                        ","66 Isabella Street, Toronto, ON, M4Y 1N3",Apartment,3500,3,2,43.6684244,-79.383016,0,1,0,0,1,0,0,"1,028",0,0,98,91,75,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/V4gAAOSwhe1e4Ztp/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNDc=/z/92EAAOSwu19e4Ztp/$_2.JPG,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/-bUAAOSwNpZe4Ztp/$_2.JPG
5,"
                            66 Isabella - East Tower - One Bedroom plus Den Apartment for...
                        ","66 Isabella Street, Toronto, ON, M4Y 1N3",Apartment,2100,1 + Den,1,43.6684244,-79.383016,0,1,0,0,1,0,0,616,0,0,98,91,75,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/j3QAAOSwJqhe4Zto/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNDc=/z/mmsAAOSwu2Re4Ztp/$_2.JPG,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/looAAOSwmFle4Ztp/$_2.JPG
6,"
                            Velocity at the Square - One Bedroom +Den Apartment for Rent
                        ","252 Victoria Street, Toronto, ON, M5B 0A3",Apartment,2350,1,1,43.6554928,-79.3794198,0,0,0,1,0,0,1,663,0,1,99,98,94,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/fqEAAOSw1s9e4Zqw/$_27.JPG,https://i.ebayimg.com/00/s/ODYyWDc2OA==/z/4FsAAOSwwCNe4Zq0/$_2.PNG,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/ljsAAOSwz3Je4Zqw/$_2.JPG
7,"
                            Velocity at the Square - Bachelor Apartment for Rent
                        ","252 Victoria Street, Toronto, ON, M5B 0A3",Apartment,1700,Bachelor/Studio,1,43.6554928,-79.3794198,0,0,0,1,0,0,1,359,0,1,99,98,94,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/PW8AAOSw7Rle4Zqu/$_27.JPG,https://i.ebayimg.com/00/s/ODYyWDc2OA==/z/JYoAAOSwiE9e4Zqz/$_2.PNG,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/VfcAAOSw87xe4Zqu/$_2.JPG
8,"
                            Velocity at the Square - 1 Bedroom Apartment for Rent
                        ","252 Victoria Street, Toronto, ON, M5B 0A3",Apartment,2230,1,1,43.6554928,-79.3794198,0,0,0,1,0,0,1,515,0,1,99,98,94,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/2lcAAOSwjYFe4Zqu/$_27.JPG,https://i.ebayimg.com/00/s/ODYyWDc2OA==/z/H8kAAOSwtWNe4Zqy/$_2.PNG,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/aCAAAOSwXYZe4Zqu/$_2.JPG
0,"
                            Bachelor's Apartment Kensington Market, Downtown
                        ","St Andrew St, Toronto, ON M5T 1K6, Canada",Apartment,1400,1,1,43.6544083,-79.398523,1,1,1,0,1,0,0,450,0,1,99,94,73,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/sNoAAOSwV8lfCeti/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OQ==/z/A-YAAOSwbX1fCetL/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OQ==/z/4RQAAOSwg-1fCetZ/$_2.JPG
1,"
                            2 Bedroom Walk out basement near Centennial College and U of T
                        ","874 Scarborough Golf Club Rd, Scarborough, ON M1G 1J5, Canada",Apartment,1800,2,1,43.7716918,-79.2198037,1,1,1,1,0,0,0,"1,000",0,1,34,65,51,http://img.youtube.com/vi/XHFBLzqMpGE/0.jpg,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/iscAAOSwnyVfCepK/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/R80AAOSwI5dfCepP/$_2.JPG
2,"
                            2 Bedroom Basement Apartment Pharmacy and Lawrence
                        ","Courton Dr, Scarborough, ON M1R 1K8, Canada",Basement,1500,2,1,43.7413783,-79.3015629,0,0,0,1,0,1,0,"1,000",0,1,69,66,54,https://i.ebayimg.com/00/s/NTk1WDgwMA==/z/JrUAAOSwDaVfCepr/$_27.JPG,https://i.ebayimg.com/00/s/NTk5WDgwMA==/z/xTIAAOSwMf5fCep2/$_2.JPG,https://i.ebayimg.com/00/s/NTkzWDgwMA==/z/8PoAAOSwVmFfCepi/$_2.JPG
3,"
                            Basement Apartment w/ separate entrance
                        ","84 Halfmoon Square, Scarborough, ON M1C 3V3, Canada",Basement,1350,1 + Den,1,43.7948399,-79.1803583,1,1,1,1,1,1,0,999,1,1,13,59,33,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/S6kAAOSwO0xfCeio/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/LicAAOSwY01fCeiy/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/64QAAOSwE-JfCejB/$_2.JPG
4,"
                             1 bedroom basement available August 1
                        ","M6N 3a4, Canada",Basement,1100,1,1,43.671824,-79.4630054,1,1,1,0,1,0,0,500,1,1,89,77,77,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/yd4AAOSw-l1fCed7/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/9SkAAOSwwuJfCed8/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/KagAAOSwsJpfCed9/$_2.JPG
5,"
                            1 Bedroom basement apartment for rent at Scarborough
                        ","Granger Ave, M1K 3L4, Scarborough, ON",Basement,1400,1,1,43.7238108,-79.2549948,1,1,1,1,0,0,0,600,0,1,36,80,50,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/ZmMAAOSwNBtfCecT/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/80AAAOSwwsVfCecU/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/7ZoAAOSwEHpfCecW/$_2.JPG
6,"
                            Apartment for rent
                        ","Port Union Rd, Scarborough, ON M1C 5K8, Canada",Basement,1350,2,1,43.7770464,-79.1356306,0,0,0,1,1,0,0,750,1,1,37,64,52,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/-RUAAOSwod5fCegy/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/1rIAAOSwZDpfCdwO/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/mTcAAOSw5opfCeYg/$_2.JPG
7,"
                            Beautiful two bedroom
                        ","103 Wells Hill Ave., Toronto M6g 3g8 ON",Apartment,2900,2.5,1,43.6828747,-79.415724,0,0,0,1,1,0,0,850,0,1,88,86,54,https://i.ebayimg.com/00/s/NTM0WDgwMA==/z/RNkAAOSwBQVfCeO8/$_27.JPG,https://i.ebayimg.com/00/s/NTM0WDgwMA==/z/dIIAAOSwfwdfCeRM/$_2.JPG,https://i.ebayimg.com/00/s/NTM0WDgwMA==/z/WygAAOSw0uxfCeMy/$_2.JPG
8,"
                            Renovated 1 Bedroom Apartment Central 
                        ","M5P2K9, Canada",Basement,1450,1,1,43.7032696,-79.4076133,1,1,1,1,0,0,0,400,0,0,89,88,79,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/FMMAAOSw8txfCeN0/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/qlIAAOSw29NfCeN1/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/rh8AAOSwKZhfCeN2/$_2.JPG
9,"
                            2nd Floor Fully Renovated 2-Bdrm Apt at Bloor & Dufferin
                        ","22 Wallace Avenue, M6H 1T5, Toronto, ON",Apartment,2450,2,1,43.6638594,-79.438149,0,0,1,1,1,0,0,640,0,1,78,86,79,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/1ioAAOSwpDBfCeHy/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDM4OQ==/z/6TcAAOSwWLRfCeHb/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDM4OQ==/z/F2QAAOSwSEJfCeHf/$_2.JPG
10,"
                            bachelor apartment Don Mills/York Mills, from aug or july
                        ",", Don Mills m3a3b7 ON, Canada",Apartment,1150,Bachelor/Studio,1,43.750765,-79.3377544,1,1,1,0,0,1,0,400,1,0,13,59,44,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/xy4AAOSwic5fCeHh/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/dqEAAOSwZutfCeHr/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/oioAAOSw0-5fCeJB/$_2.JPG
11,"
                            Beautiful 2nd Level Apartment in Little Portugal
                        ","175 Beaconsfield Ave, Toronto, ON M6J 3J7, Canada",Apartment,1775,1,1,43.6491355,-79.4278101,1,1,1,1,0,0,0,550,0,1,81,86,89,https://i.ebayimg.com/00/s/MzY5WDgwMA==/z/EdUAAOSwiR9fCeIi/$_27.JPG,https://i.ebayimg.com/00/s/MzY5WDgwMA==/z/iBIAAOSwNHVfCeIl/$_2.JPG,https://i.ebayimg.com/00/s/MzY5WDgwMA==/z/6e0AAOSwk25fCeIn/$_2.JPG
12,"
                            I Bedroom Basement Apartment For Rent
                        ","33 Dingwall Ave, Toronto, ON M4J 1C4, Canada",Basement,1350,1,1,43.6736248,-79.3420891,1,1,1,0,1,0,0,600,0,0,83,91,77,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/0QEAAOSwoYBfCeBV/$_27.JPG,https://i.ebayimg.com/00/s/MzEyWDQzMg==/z/3C0AAOSwdJFfCeBX/$_2.JPG,https://i.ebayimg.com/00/s/NTM2WDM2MA==/z/qroAAOSw33tfCeBZ/$_2.JPG
13,"
                            Apartment for rent
                        ","85 Pinegrove Ave, Scarborough, ON M1N 2G3, Canada",House,1450,1,1,43.6986965,-79.2611705,1,1,1,0,1,0,0,650,0,1,37,62,51,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/CA4AAOSwBNNfCd89/$_27.JPG,https://i.ebayimg.com/00/s/MzYwWDQ4MA==/z/AVUAAOSwCVZfCd9F/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDM1Mg==/z/MSIAAOSwNd1fCd9O/$_2.JPG
14,"
                            1 Bdr+Den Luxury Condo at Kipling Subway from  August 1st, 2020
                        ","5233 Dundas St W, Etobicoke, ON M9B 6M1, Canada",Condo,2100,1 + Den,1,43.6388408,-79.5368973,0,1,1,1,1,1,1,875,0,1,77,98,53,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/uGsAAOSwCdRe28nS/$_27.JPG,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/Ky0AAOSw5RRe28nj/$_2.JPG,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/JKkAAOSwqK9e28ny/$_2.JPG
15,"
                            Newly Renovated suite! 2 Bed 1.5 Bath Suite - East York
                        ","85 & 95 Thorncliffe Park Drive, Toronto, ON, M4H 1L6",Apartment,2650,2,1.5,43.707814,-79.340482,0,1,1,1,0,0,1,"1,294",0,1,69,67,43,https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/FeMAAOSwyEJe4WbR/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/caEAAOSw0o9e4WbS/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/-i0AAOSwP1de4WbR/$_2.JPG
16,"
                            2 Bedroom 1.5 bath in East York 1399 SF
                        ","85 & 95 Thorncliffe Park Drive, Toronto, ON, M4H 1L6",Apartment,2425,2,15,43.707814,-79.340482,0,1,1,1,0,0,1,"1,399",0,1,69,67,43,https://i.ebayimg.com/00/s/MTUwMFgxNTAw/z/NRsAAOSwmsxe4WbL/$_27.JPG,https://i.ebayimg.com/00/s/NTQwWDY3Mg==/z/4f4AAOSw8Ehe4WbJ/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMDY3/z/bCoAAOSwuDte4WbP/$_2.JPG
17,"
                            3 Bedroom 2 Bath in East York 1679 sq ft
                        ","85 & 95 Thorncliffe Park Drive, Toronto, ON, M4H 1L6",Apartment,3525,3,2,43.707814,-79.340482,0,1,1,1,0,0,1,"1,679",0,1,69,67,43,https://i.ebayimg.com/00/s/MTUwMFgxNTAw/z/OPIAAOSw3npe4WbS/$_27.JPG,https://i.ebayimg.com/00/s/NTQwWDY3Mg==/z/GrwAAOSwlRZe4WbL/$_2.JPG,https://i.ebayimg.com/00/s/MTUwMFgxNTAw/z/RaYAAOSw2TJe4WbR/$_2.JPG
18,"
                            East York - Large 2 bed 1.5 bath suite
                        ","85 & 95 Thorncliffe Park Drive, Toronto, ON, M4H 1L6",Apartment,2425,2,15,43.707814,-79.340482,0,1,1,1,0,0,1,"1,399",0,1,69,67,43,https://i.ebayimg.com/00/s/MTUwMFgxNTAw/z/aSkAAOSwMyBe4WbL/$_27.JPG,https://i.ebayimg.com/00/s/NTQwWDY3Mg==/z/PrcAAOSw7ple4WbF/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMDY3/z/r48AAOSwVUle4WbS/$_2.JPG
19,"
                            Newly Renovated - East York  1 Bed 1 Bath Suite!
                        ","85 & 95 Thorncliffe Park Drive, Toronto, ON, M4H 1L6",Apartment,2485,1,1,43.707814,-79.340482,0,1,1,1,0,0,1,994,0,1,69,67,43,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/fGwAAOSwyz5e4WbO/$_27.JPG,https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/NyUAAOSwmGde4WbU/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/SRwAAOSwSWde4WbQ/$_2.JPG
20,"
                            A great 2 bedroom BRIGHT basement 1 min. from Lawrence W SUBWAY
                        ","623 Lawrence Ave W, North York, ON M6A 1A8, Canada",Apartment,1695,2,1,43.7167334,-79.4401224,0,0,0,1,1,1,0,900,0,1,58,83,64,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/L8UAAOSwPCRfCdxj/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/sasAAOSwr5FfCdx3/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/DuAAAOSwinxfCdyH/$_2.JPG
21,"
                            Toronto DownTown Renovated Victorian 2nd FL 2BR  Apartment Sep 1
                        ",", Toronto M5A2T3 ON, Canada",Apartment,2400,2,1,43.6579189,-79.369611,0,0,0,1,1,0,0,710,0,1,90,95,75,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/FNoAAOSwDPhfCdyQ/$_27.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/11IAAOSwjPJfCdyT/$_2.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/DI0AAOSwalxfCdyV/$_2.JPG
